SCHOOLJAAR 2013-2014 IN HET VO (peildatum 1 oktober 2013);;;;;;;SCHOOLJAAR 2014-2015 IN HET MBO (peildatum 1 oktober 2014);;;;;;;;;
BRIN NUMMER;VESTIGINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;LEERWEG MBO;MBO SECTOR;KWALIFICATIE CODE;KWALIFICATIE NAAM;BRIN NUMMER KENNISCENTRUM;NAAM KENNISCENTRUM;GEMEENTENUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
21AS;0;363;AMSTERDAM;havo;geen diploma;nat/tech;25PZ;BOL;economie;95070;ICT-medewerker (Medewerker beheer ICT);00SP;ECABO;363;Amsterdam;1
21AS;0;363;AMSTERDAM;havo;geen diploma;nat/gezond;25MA;BOL;techniek;22082;Analist;02QD;Kenniscentrum PMLF;363;Amsterdam;1
21AS;0;363;AMSTERDAM;havo;geen diploma;nat/gezond;25PX;BOL;zorg en welzijn;91310;Doktersassistent;02QG;Calibris;363;Amsterdam;1
21AS;0;363;AMSTERDAM;havo;geen diploma;ec/maat;25PZ;BOL;economie;90290;Ondernemer detailhandel;00SE;Kenniscentrum Handel;363;Amsterdam;1
21AS;0;363;AMSTERDAM;havo;geen diploma;ec/maat;25PZ;BOL;economie;90532;Medewerker marketing en communicatie (Marketing medewerker);00SP;ECABO;363;Amsterdam;1
21AS;0;363;AMSTERDAM;havo;geen diploma;ec/maat;25PZ;BOL;economie;93212;Financiële beroepen (Bedrijfsadministrateur);00SP;ECABO;415;Landsmeer;1
21AS;0;363;AMSTERDAM;havo;geen diploma;ec/maat;25PZ;BOL;economie;93492;Manager handel (Filiaalmanager);00SE;Kenniscentrum Handel;363;Amsterdam;1
21AS;0;363;AMSTERDAM;havo;geen diploma;ec/maat;25RA;BOL;economie;95311;Applicatie- en mediaontwikkeling (Applicatieontwikkelaar);00SP;ECABO;363;Amsterdam;1
21AS;0;363;AMSTERDAM;havo;geen diploma;ec/maat;30RM;BOL;economie;22158;Financiële beroepen;00SP;ECABO;363;Amsterdam;1
21AS;0;363;AMSTERDAM;havo;geen diploma;cul/maat;01AA;BOL;economie;90534;Medewerker marketing en communicatie (Medewerker evenementenorganisatie);00SP;ECABO;363;Amsterdam;1
21AS;0;363;AMSTERDAM;havo;geen diploma;cul/maat;25PZ;BOL;economie;93211;Financiële beroepen (Assistent-accountant);00SP;ECABO;363;Amsterdam;1
21BH;0;363;AMSTERDAM;havo;geen diploma;nat/tech;25PZ;BOL;techniek;90413;Mediavormgever (Grafische vormgeving);02PT;Kenniscentrum GOC;363;Amsterdam;1
21BH;0;363;AMSTERDAM;havo;diploma;ec/maat;25PZ;BOL;techniek;94471;Medewerker design (Medewerker styling);00SE;Kenniscentrum Handel;363;Amsterdam;1
21BH;0;363;AMSTERDAM;vwo;diploma;cul/maat;27GZ;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;394;Haarlemmermeer;1
21ET;0;363;AMSTERDAM;havo;geen diploma;nvt;02PG;BOL;techniek;94592;Meubelmaker/(scheeps)interieurbouwer (Ondernemer meubelindustrie/(scheeps)interieurbouw);04IN;SH&M;363;Amsterdam;1
21ET;0;363;AMSTERDAM;havo;geen diploma;nvt;25PZ;BOL;zorg en welzijn;95774;Assistent horeca, voeding of voedingsindustrie;02PR;Kenteq;363;Amsterdam;1
21ET;0;363;AMSTERDAM;havo;geen diploma;ec/maat;02PA;BOL;techniek;22089;Mediamanagement;02PT;Kenniscentrum GOC;363;Amsterdam;1
21ET;0;363;AMSTERDAM;havo;diploma;ec/maat & cul/maat;25LP;BOL;techniek;92803;Goud- en Zilversmeden (Goudsmid);02PS;SVGB;362;Amstelveen;1
21EX;0;855;TILBURG;havo;geen diploma;nat/gezond;25LX;BOL;techniek;93714;Analist (Chemisch-fysisch analist);02QD;Kenniscentrum PMLF;855;Tilburg;1
21EX;0;855;TILBURG;havo;geen diploma;nat/gezond;25LZ;BOL;zorg en welzijn;22195;Maatschappelijke Zorg;02QG;Calibris;855;Tilburg;1
21EX;0;855;TILBURG;havo;geen diploma;ec/maat;25LV;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;855;Tilburg;1
21EX;0;855;TILBURG;havo;geen diploma;ec/maat;25LV;BOL;techniek;94990;Signmaker (Signspecialist);02FW;Savantis;855;Tilburg;1
21EX;0;855;TILBURG;havo;geen diploma;ec/maat;25LZ;BOL;economie;93492;Manager handel (Filiaalmanager);00SE;Kenniscentrum Handel;855;Tilburg;1
21EX;0;855;TILBURG;havo;geen diploma;ec/maat;25LZ;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;855;Tilburg;1
21EX;0;855;TILBURG;havo;geen diploma;ec/maat;26CC;BOL;landbouw;97090;Manager natuur en recreatie;25DC;Aequor;855;Tilburg;1
21EX;0;855;TILBURG;havo;geen diploma;cul/maat;25LZ;BOL;economie;94810;Toezicht en veiligheid (Handhaver toezicht en veiligheid);00SP;ECABO;855;Tilburg;1
21EX;0;855;TILBURG;havo;geen diploma;cul/maat;25LZ;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;855;Tilburg;1
21EX;0;855;TILBURG;havo;diploma;nat/gezond;25GV;BOL;landbouw;97590;Dierenartsassistent paraveterinair;25DC;Aequor;203;Barneveld;1
21EX;0;855;TILBURG;havo;diploma;nat/gezond;25LV;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;809;Loon op Zand;1
21EX;0;855;TILBURG;havo;diploma;ec/maat;25LV;BOL;economie;94072;Frontofficemedewerker (Frontofficemanager);02PY;Kenwerk;855;Tilburg;1
21FF;0;363;AMSTERDAM;havo;geen diploma;cul/maat;25PZ;BOL;economie;95321;ICT- en mediabeheer (ICT-beheerder);00SP;ECABO;363;Amsterdam;1
21FV;0;855;TILBURG;havo;geen diploma;nat/gezond;25LZ;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;855;Tilburg;1
21FV;0;855;TILBURG;havo;geen diploma;ec/maat;25LV;BOL;economie;90301;Ondernemer horeca/bakkerij (Manager/ondernemer café-bar);02PY;Kenwerk;855;Tilburg;1
21FV;0;855;TILBURG;havo;geen diploma;ec/maat;25LV;BOL;economie;90531;Medewerker marketing en communicatie (Assistent communicatiemedewerker);00SP;ECABO;809;Loon op Zand;1
21FV;0;855;TILBURG;havo;geen diploma;ec/maat;25LZ;BOL;economie;90290;Ondernemer detailhandel;00SE;Kenniscentrum Handel;855;Tilburg;1
21FV;0;855;TILBURG;havo;geen diploma;ec/maat;25LZ;BOL;economie;90500;Commercieel medewerker bank- en verzekeringswezen;00SP;ECABO;855;Tilburg;1
21FV;0;855;TILBURG;havo;geen diploma;ec/maat;26CC;BOL;landbouw;97090;Manager natuur en recreatie;25DC;Aequor;855;Tilburg;1
21FV;0;855;TILBURG;havo;geen diploma;ec/maat;26CC;BOL;landbouw;97650;Groen, grond, infra (Manager gemechaniseerd loonbedrijf);25DC;Aequor;824;Oisterwijk;1
21FV;0;855;TILBURG;havo;geen diploma;cul/maat;25LZ;BOL;zorg en welzijn;92632;Gespecialiseerd Pedagogisch medewerker 4  kinderopvang;02QG;Calibris;855;Tilburg;1
21FV;0;855;TILBURG;havo;geen diploma;nat/tech & nat/gezond;25LZ;BOL;techniek;90061;AV-productie (Allround medewerker AV-productie);02PT;Kenniscentrum GOC;824;Oisterwijk;1
21FV;0;855;TILBURG;havo;diploma;ec/maat;04FO;BOL;techniek;90412;Mediavormgever (Art & Design KC GOC);02PT;Kenniscentrum GOC;855;Tilburg;1
21FV;0;855;TILBURG;havo;diploma;cul/maat;25LX;BOL;zorg en welzijn;95746;Schoonheidsspecialist;16QY;KOC Nederland;855;Tilburg;1
21FV;0;855;TILBURG;vwo;geen diploma;ec/maat;25LZ;BOL;techniek;90061;AV-productie (Allround medewerker AV-productie);02PT;Kenniscentrum GOC;824;Oisterwijk;1
21FV;0;855;TILBURG;vwo;geen diploma;cul/maat;04FO;BOL;techniek;95702;AV-specialist;02PT;Kenniscentrum GOC;855;Tilburg;1
21GD;0;363;AMSTERDAM;havo;geen diploma;nat/gezond;25PZ;BOL;techniek;90411;Mediavormgever (Animatie/audiovisuele vormgeving);02PT;Kenniscentrum GOC;363;Amsterdam;1
21GD;0;363;AMSTERDAM;havo;geen diploma;nat/gezond;25PZ;BOL;zorg en welzijn;22197;Pedagogisch Werk;02QG;Calibris;363;Amsterdam;2
21GD;0;363;AMSTERDAM;havo;geen diploma;ec/maat;25PX;BOL;onbekend;22263;ICT- en mediabeheer;28DV;Combinatie kenniscentra;363;Amsterdam;1
21GD;0;363;AMSTERDAM;havo;geen diploma;ec/maat;25PZ;BOL;economie;22161;Juridisch medewerker;00SP;ECABO;363;Amsterdam;1
21GD;0;363;AMSTERDAM;havo;geen diploma;ec/maat;25PZ;BOL;economie;90383;Verkoopspecialist (Verkoopspecialist detailhandel);00SE;Kenniscentrum Handel;363;Amsterdam;1
21GD;0;363;AMSTERDAM;havo;geen diploma;ec/maat;25PZ;BOL;economie;93211;Financiële beroepen (Assistent-accountant);00SP;ECABO;363;Amsterdam;2
21GD;0;363;AMSTERDAM;havo;geen diploma;ec/maat;25PZ;BOL;economie;93492;Manager handel (Filiaalmanager);00SE;Kenniscentrum Handel;363;Amsterdam;1
21GD;0;363;AMSTERDAM;havo;geen diploma;ec/maat;25PZ;BOL;economie;94891;Juridisch medewerker zakelijke dienstverlening;00SP;ECABO;363;Amsterdam;1
21GD;0;363;AMSTERDAM;havo;geen diploma;ec/maat;25PZ;BOL;techniek;94360;Fijnmechanische Techniek (Researchinstrumentenmaker);02PR;Kenteq;363;Amsterdam;1
21GD;0;363;AMSTERDAM;havo;geen diploma;ec/maat;25PZ;BOL;zorg en welzijn;22197;Pedagogisch Werk;02QG;Calibris;363;Amsterdam;1
21GD;0;363;AMSTERDAM;havo;geen diploma;cul/maat;25PZ;BOL;techniek;95740;Specialist mode/maatkleding;00SE;Kenniscentrum Handel;394;Haarlemmermeer;1
21GD;0;363;AMSTERDAM;havo;geen diploma;nat/tech & nat/gezond;25PZ;BOL;economie;94910;Medewerker sociale zekerheid;00SP;ECABO;363;Amsterdam;1
21GD;0;363;AMSTERDAM;havo;geen diploma;nat/tech & nat/gezond;25PZ;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;363;Amsterdam;1
21GD;0;363;AMSTERDAM;havo;geen diploma;nat/tech & nat/gezond;25PZ;BOL;zorg en welzijn;95291;Sport en bewegen (Sport- en bewegingscoördinator/Bewegingsagoog);02QG;Calibris;362;Amstelveen;1
21GD;0;363;AMSTERDAM;havo;diploma;nat/gezond;04EU;BOL;economie;95091;Veiligheid en vakmanschap (Aankomend onderofficier grondoptreden);00SP;ECABO;363;Amsterdam;1
21GD;0;363;AMSTERDAM;havo;diploma;ec/maat;25PZ;BOL;zorg en welzijn;95746;Schoonheidsspecialist;16QY;KOC Nederland;363;Amsterdam;1
21GD;0;363;AMSTERDAM;havo;diploma;cul/maat;25PZ;BOL;economie;22184;Frontofficemedewerker;02PY;Kenwerk;394;Haarlemmermeer;1
21GU;0;518;S GRAVENHAGE;havo;geen diploma;nvt;25LN;BOL;economie;90660;Horeca-assistent;02PY;Kenwerk;518;s-Gravenhage;1
21GU;0;518;S GRAVENHAGE;havo;geen diploma;nat/gezond;00GT;BOL;techniek;91850;Luchtvaartdienstverlener;25HV;VTL;518;s-Gravenhage;2
21GU;0;518;S GRAVENHAGE;havo;geen diploma;nat/gezond;25MA;BOL;techniek;22082;Analist;02QD;Kenniscentrum PMLF;518;s-Gravenhage;1
21GU;0;518;S GRAVENHAGE;havo;geen diploma;nat/gezond;25MA;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;518;s-Gravenhage;1
21GU;0;518;S GRAVENHAGE;havo;geen diploma;nat/gezond;25MA;BOL;zorg en welzijn;91310;Doktersassistent;02QG;Calibris;518;s-Gravenhage;1
21GU;0;518;S GRAVENHAGE;havo;geen diploma;nat/gezond;27GZ;BOL;economie;22158;Financiële beroepen;00SP;ECABO;518;s-Gravenhage;1
21GU;0;518;S GRAVENHAGE;havo;geen diploma;nat/gezond;27GZ;BOL;zorg en welzijn;91370;Sociaal-cultureel werker;02QG;Calibris;518;s-Gravenhage;1
21GU;0;518;S GRAVENHAGE;havo;geen diploma;ec/maat;27GZ;BOL;economie;22158;Financiële beroepen;00SP;ECABO;518;s-Gravenhage;1
21GU;0;518;S GRAVENHAGE;havo;geen diploma;ec/maat;27GZ;BOL;economie;90500;Commercieel medewerker bank- en verzekeringswezen;00SP;ECABO;518;s-Gravenhage;1
21GU;0;518;S GRAVENHAGE;havo;geen diploma;cul/maat;25PZ;BOL;techniek;91850;Luchtvaartdienstverlener;25HV;VTL;518;s-Gravenhage;1
21GU;0;518;S GRAVENHAGE;havo;geen diploma;nat/tech & nat/gezond;27GZ;BOL;economie;22158;Financiële beroepen;00SP;ECABO;518;s-Gravenhage;1
21GU;0;518;S GRAVENHAGE;havo;geen diploma;nat/tech & nat/gezond;27GZ;BOL;economie;95323;ICT- en mediabeheer (Netwerkbeheerder);00SP;ECABO;518;s-Gravenhage;1
21GU;7;518;S GRAVENHAGE;havo;geen diploma;nat/tech;27GZ;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;518;s-Gravenhage;1
21GU;7;518;S GRAVENHAGE;havo;geen diploma;nat/gezond;27GZ;BOL;zorg en welzijn;95530;Verzorgende-IG;02QG;Calibris;518;s-Gravenhage;1
21GU;7;518;S GRAVENHAGE;havo;geen diploma;cul/maat;25MB;BOL;techniek;90038;Artiest (Muziek);02PT;Kenniscentrum GOC;1926;Pijnacker-Nootdorp;1
21GU;7;518;S GRAVENHAGE;havo;diploma;nat/gezond;23JA;BOL;techniek;95702;AV-specialist;02PT;Kenniscentrum GOC;518;s-Gravenhage;1
21GV;0;858;VALKENSWAARD;havo;geen diploma;nat/gezond;26CC;BOL;landbouw;97330;Medewerker dierverzorging;25DC;Aequor;858;Valkenswaard;1
21GV;0;858;VALKENSWAARD;havo;geen diploma;ec/maat;25LV;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;858;Valkenswaard;1
21GV;0;858;VALKENSWAARD;havo;geen diploma;ec/maat;25LV;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;866;Waalre;1
21GV;0;858;VALKENSWAARD;havo;geen diploma;ec/maat;25MB;BOL;economie;22161;Juridisch medewerker;00SP;ECABO;1658;Heeze-Leende;1
21GV;0;858;VALKENSWAARD;havo;geen diploma;ec/maat;25MB;BOL;economie;22166;Medewerker marketing en communicatie;00SP;ECABO;772;Eindhoven;1
21GV;0;858;VALKENSWAARD;havo;geen diploma;ec/maat;25MB;BOL;economie;22166;Medewerker marketing en communicatie;00SP;ECABO;858;Valkenswaard;1
21GV;0;858;VALKENSWAARD;havo;geen diploma;ec/maat;25MB;BOL;techniek;93781;Productiecoördinator (Commercieel medewerker fashion);00SE;Kenniscentrum Handel;858;Valkenswaard;1
21GV;0;858;VALKENSWAARD;havo;geen diploma;ec/maat;25MB;BOL;zorg en welzijn;91310;Doktersassistent;02QG;Calibris;1724;Bergeijk;1
21GV;0;858;VALKENSWAARD;havo;geen diploma;ec/maat;30RN;BOL;techniek;90038;Artiest (Muziek);02PT;Kenniscentrum GOC;858;Valkenswaard;1
21GV;0;858;VALKENSWAARD;havo;geen diploma;cul/maat;25LV;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;858;Valkenswaard;1
21GV;0;858;VALKENSWAARD;havo;diploma;cul/maat;30BC;BOL;techniek;22093;Vormgeving ruimtelijke presentatie en communicatie;02FW;Savantis;858;Valkenswaard;2
21GW;0;546;LEIDEN;havo;geen diploma;nat/gezond;27GZ;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;546;Leiden;1
21GW;0;546;LEIDEN;havo;geen diploma;ec/maat;25MA;BOL;economie;22166;Medewerker marketing en communicatie;00SP;ECABO;1672;Rijnwoude;1
21GW;0;546;LEIDEN;havo;geen diploma;ec/maat;25MA;BOL;zorg en welzijn;92670;Sociaal-maatschappelijk dienstverlener (Sociaal-maatschappelijk dienstverlener);02QG;Calibris;1672;Rijnwoude;1
21GW;0;546;LEIDEN;havo;diploma;ec/maat;02PK;BBL;techniek;94523;Middenkaderfunctionaris afbouw en onderhoud (Ondernemer);02FW;Savantis;547;Leiderdorp;1
21GW;0;546;LEIDEN;havo;diploma;ec/maat;25MA;BOL;economie;90290;Ondernemer detailhandel;00SE;Kenniscentrum Handel;547;Leiderdorp;1
21GW;2;546;LEIDEN;havo;geen diploma;nat/gezond;25LN;BOL;economie;93211;Financiële beroepen (Assistent-accountant);00SP;ECABO;1525;Haarlemmermeer;1
21GW;2;546;LEIDEN;havo;geen diploma;nat/gezond;25MA;BOL;techniek;94051;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris bouw);02QH;Fundeon;637;Zoetermeer;1
21GW;2;546;LEIDEN;havo;geen diploma;nat/gezond;25MA;BOL;onbekend;22087;Applicatie- en mediaontwikkeling;28DV;Combinatie kenniscentra;546;Leiden;1
21GW;2;546;LEIDEN;havo;geen diploma;ec/maat;25LN;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;546;Leiden;1
21GW;2;546;LEIDEN;havo;geen diploma;ec/maat;25MA;BOL;economie;93802;Commercieel medewerker ((Junior) Accountmanager);00SE;Kenniscentrum Handel;638;Zoeterwoude;1
21GW;2;546;LEIDEN;havo;geen diploma;cul/maat;25LN;BOL;zorg en welzijn;92670;Sociaal-maatschappelijk dienstverlener (Sociaal-maatschappelijk dienstverlener);02QG;Calibris;483;Alkemade;1
21GW;2;546;LEIDEN;havo;geen diploma;cul/maat;25MA;BOL;economie;93492;Manager handel (Filiaalmanager);00SE;Kenniscentrum Handel;483;Alkemade;1
21GW;2;546;LEIDEN;havo;geen diploma;cul/maat;25PZ;BOL;techniek;90032;Artiest (Drama);02PT;Kenniscentrum GOC;579;Oegstgeest;1
21GW;2;546;LEIDEN;havo;diploma;cul/maat;25PZ;BOL;techniek;90038;Artiest (Muziek);02PT;Kenniscentrum GOC;483;Alkemade;1
21GW;2;546;LEIDEN;havo;diploma;cul/maat;25PZ;BBL;economie;90760;Kok;02PY;Kenwerk;546;Leiden;1
21GZ;0;766;DONGEN;havo;geen diploma;nvt;23JA;BOL;techniek;90413;Mediavormgever (Grafische vormgeving);02PT;Kenniscentrum GOC;766;Dongen;1
21GZ;0;766;DONGEN;havo;geen diploma;nvt;25LZ;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;766;Dongen;1
21GZ;0;766;DONGEN;havo;geen diploma;nvt;25LZ;BBL;techniek;94271;Installeren (Monteur elektrotechnische installaties);02PR;Kenteq;766;Dongen;1
21GZ;0;766;DONGEN;havo;geen diploma;nat/tech;04FO;BOL;techniek;94052;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris infra);02QH;Fundeon;809;Loon op Zand;1
21GZ;0;766;DONGEN;havo;geen diploma;nat/gezond;25LX;BOL;zorg en welzijn;95746;Schoonheidsspecialist;16QY;KOC Nederland;766;Dongen;1
21GZ;0;766;DONGEN;havo;geen diploma;nat/gezond;25LZ;BOL;zorg en welzijn;92670;Sociaal-maatschappelijk dienstverlener (Sociaal-maatschappelijk dienstverlener);02QG;Calibris;766;Dongen;1
21GZ;0;766;DONGEN;havo;geen diploma;ec/maat;25LZ;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;766;Dongen;1
21GZ;0;766;DONGEN;havo;geen diploma;ec/maat;25LZ;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;784;Gilze en Rijen;1
21GZ;0;766;DONGEN;havo;diploma;nat/gezond;21CY;BOL;landbouw;97730;Recreatiedieren (Ondernemer/manager recreatiedieren);25DC;Aequor;766;Dongen;1
21GZ;0;766;DONGEN;havo;diploma;nat/gezond;25LZ;BOL;economie;95081;Veiligheid en vakmanschap (Aankomend medewerker grondoptreden);00SP;ECABO;766;Dongen;1
21GZ;0;766;DONGEN;havo;diploma;nat/gezond;26CC;BOL;landbouw;97090;Manager natuur en recreatie;25DC;Aequor;784;Gilze en Rijen;1
21GZ;0;766;DONGEN;havo;diploma;ec/maat;25LV;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;766;Dongen;1
21GZ;0;766;DONGEN;havo;diploma;cul/maat;25MB;BOL;techniek;90038;Artiest (Muziek);02PT;Kenniscentrum GOC;766;Dongen;1
21GZ;0;766;DONGEN;havo;diploma;cul/maat;30BC;BOL;techniek;22086;Mediavormgever;28DV;Combinatie kenniscentra;766;Dongen;1
21GZ;0;766;DONGEN;havo;diploma;nat/tech & nat/gezond;25LX;BOL;techniek;93714;Analist (Chemisch-fysisch analist);02QD;Kenniscentrum PMLF;784;Gilze en Rijen;1
21HC;0;1783;WESTLAND;havo;geen diploma;nvt;00GT;BOL;economie;90760;Kok;02PY;Kenwerk;1783;Westland;1
21HC;0;1783;WESTLAND;havo;geen diploma;nvt;00GT;BBL;economie;90252;Logistiek medewerker (Logistiek medewerker);00SE;Kenniscentrum Handel;1783;Westland;1
21HC;0;1783;WESTLAND;havo;geen diploma;nvt;05EA;BOL;techniek;91870;Manager transport en logistiek (manager transport en logistiek);25HV;VTL;1783;Westland;1
21HC;0;1783;WESTLAND;havo;geen diploma;ec/maat;00GT;BOL;economie;90383;Verkoopspecialist (Verkoopspecialist detailhandel);00SE;Kenniscentrum Handel;1783;Westland;1
21HC;0;1783;WESTLAND;havo;geen diploma;ec/maat;00GT;BOL;economie;93212;Financiële beroepen (Bedrijfsadministrateur);00SP;ECABO;1783;Westland;1
21HC;0;1783;WESTLAND;havo;geen diploma;ec/maat;00GT;BOL;zorg en welzijn;91310;Doktersassistent;02QG;Calibris;1783;Westland;1
21HC;0;1783;WESTLAND;havo;geen diploma;ec/maat;14YD;BOL;landbouw;97562;Zorg, natuur en gezondheid (Ondernemer zorgbedrijf plant);25DC;Aequor;1783;Westland;1
21HC;0;1783;WESTLAND;havo;geen diploma;ec/maat;27GZ;BOL;economie;22166;Medewerker marketing en communicatie;00SP;ECABO;1783;Westland;1
21HC;0;1783;WESTLAND;havo;geen diploma;ec/maat;27GZ;BOL;economie;90530;Medewerker marketing en communicatie;00SP;ECABO;1783;Westland;1
21HC;0;1783;WESTLAND;havo;geen diploma;cul/maat;27GZ;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;1783;Westland;1
21HC;0;1783;WESTLAND;havo;diploma;ec/maat;23JA;BOL;techniek;90413;Mediavormgever (Grafische vormgeving);02PT;Kenniscentrum GOC;1783;Westland;1
21HC;0;1783;WESTLAND;havo;diploma;ec/maat;27GZ;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;603;Rijswijk;1
21HC;0;1783;WESTLAND;havo;diploma;cul/maat;27GZ;BOL;zorg en welzijn;95745;Allround schoonheidsspecialist;16QY;KOC Nederland;1783;Westland;1
21HC;3;1783;WESTLAND;havo;geen diploma;nat/tech;00GT;BOL;techniek;90038;Artiest (Muziek);02PT;Kenniscentrum GOC;1783;Westland;1
21HC;3;1783;WESTLAND;havo;geen diploma;ec/maat;00GT;BOL;economie;22166;Medewerker marketing en communicatie;00SP;ECABO;599;Rotterdam;1
21HC;3;1783;WESTLAND;havo;geen diploma;ec/maat;05EA;BOL;techniek;95260;Havenlogistiek (Manager havenlogistiek);25HV;VTL;599;Rotterdam;1
21HC;3;1783;WESTLAND;havo;geen diploma;ec/maat;14YD;BOL;landbouw;97761;Logistiek vakman (Manager vershandel, logistiek en transport);25DC;Aequor;1783;Westland;1
21HC;3;1783;WESTLAND;havo;geen diploma;cul/maat;23JA;BOL;techniek;90413;Mediavormgever (Grafische vormgeving);02PT;Kenniscentrum GOC;1783;Westland;1
21HC;3;1783;WESTLAND;havo;geen diploma;cul/maat;27GZ;BOL;zorg en welzijn;92631;Pedagogisch Werk (Pedagogisch medewerker 4 jeugdzorg);02QG;Calibris;1783;Westland;1
21HC;3;1783;WESTLAND;havo;diploma;cul/maat;27GZ;BOL;techniek;94471;Medewerker design (Medewerker styling);00SE;Kenniscentrum Handel;599;Rotterdam;1
21HC;3;1783;WESTLAND;havo;diploma;nat/tech & nat/gezond;14YD;BOL;landbouw;97090;Manager natuur en recreatie;25DC;Aequor;1783;Westland;1
21HC;5;1783;WESTLAND;havo;geen diploma;nvt;27GZ;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;1783;Westland;1
21SK;0;268;NIJMEGEN;havo;geen diploma;nat/gezond;25LF;BOL;zorg en welzijn;95746;Schoonheidsspecialist;16QY;KOC Nederland;209;Beuningen;1
21SK;0;268;NIJMEGEN;havo;geen diploma;nat/gezond;26CC;BOL;landbouw;97090;Manager natuur en recreatie;25DC;Aequor;794;Helmond;1
21SK;0;268;NIJMEGEN;havo;geen diploma;ec/maat;25LF;BOL;economie;90532;Medewerker marketing en communicatie (Marketing medewerker);00SP;ECABO;209;Beuningen;1
21SK;0;268;NIJMEGEN;havo;geen diploma;ec/maat;25PN;BOL;economie;22161;Juridisch medewerker;00SP;ECABO;268;Nijmegen;1
21SK;0;268;NIJMEGEN;havo;diploma;ec/maat;25LF;BOL;techniek;22082;Analist;02QD;Kenniscentrum PMLF;209;Beuningen;1
21SK;0;268;NIJMEGEN;havo;diploma;ec/maat;25LG;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;80;Leeuwarden;1
21SK;0;268;NIJMEGEN;havo;diploma;ec/maat;25PN;BOL;zorg en welzijn;91300;Apothekersassistent;02QG;Calibris;209;Beuningen;1
21SK;0;268;NIJMEGEN;havo;diploma;ec/maat;25PN;BOL;zorg en welzijn;95746;Schoonheidsspecialist;16QY;KOC Nederland;268;Nijmegen;1
21SK;0;268;NIJMEGEN;havo;diploma;cul/maat;25PN;BOL;economie;93492;Manager handel (Filiaalmanager);00SE;Kenniscentrum Handel;209;Beuningen;1
21SK;0;268;NIJMEGEN;vwo;geen diploma;nvt;25PN;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;268;Nijmegen;1
21WE;0;394;HAARLEMMERMEER;havo;geen diploma;nat/tech;05EA;BOL;techniek;95728;Maritiem officier alle schepen;25HV;VTL;599;Rotterdam;1
21WE;0;394;HAARLEMMERMEER;havo;geen diploma;nat/gezond;25PX;BOL;zorg en welzijn;95294;Sport en bewegen (Sport- en bewegingscoördinator/ Trainer/coach);02QG;Calibris;394;Haarlemmermeer;1
21WE;0;394;HAARLEMMERMEER;havo;geen diploma;ec/maat;25LP;BOL;economie;90201;Logistiek teamleider (Logistiek teamleider);00SE;Kenniscentrum Handel;394;Haarlemmermeer;1
21WE;0;394;HAARLEMMERMEER;havo;geen diploma;ec/maat;25MA;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;394;Haarlemmermeer;1
21WE;0;394;HAARLEMMERMEER;havo;geen diploma;ec/maat;25PX;BOL;economie;90532;Medewerker marketing en communicatie (Marketing medewerker);00SP;ECABO;394;Haarlemmermeer;1
21WE;0;394;HAARLEMMERMEER;havo;geen diploma;ec/maat;25PX;BOL;economie;93802;Commercieel medewerker ((Junior) Accountmanager);00SE;Kenniscentrum Handel;394;Haarlemmermeer;1
