SCHOOLJAAR 2013-2014 IN HET VO (peildatum 1 oktober 2013);;;;;;;SCHOOLJAAR 2014-2015 IN HET MBO (peildatum 1 oktober 2014);;;;;;;;;
BRIN NUMMER;VESTIGINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;LEERWEG MBO;MBO SECTOR;KWALIFICATIE CODE;KWALIFICATIE NAAM;BRIN NUMMER KENNISCENTRUM;NAAM KENNISCENTRUM;GEMEENTENUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
15VQ;0;85;OOSTSTELLINGWERF;havo;geen diploma;nvt;12VI;BOL;landbouw;97150;Groen, grond, infra (Vakbekwaam medewerker gemechaniseerd loonbedrijf);25DC;Aequor;85;Ooststellingwerf;1
15VQ;0;85;OOSTSTELLINGWERF;havo;geen diploma;nvt;25PW;BOL;onbekend;22270;Entree;02PR;Kenteq;85;Ooststellingwerf;1
15VQ;0;85;OOSTSTELLINGWERF;havo;geen diploma;nat/tech;04NZ;BOL;techniek;93183;Machinist (Machinist grondverzet);02QH;Fundeon;85;Ooststellingwerf;1
15VQ;0;85;OOSTSTELLINGWERF;havo;geen diploma;nat/gezond;08PG;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;85;Ooststellingwerf;1
15VQ;0;85;OOSTSTELLINGWERF;havo;geen diploma;nat/gezond;08PG;BOL;techniek;95700;Gamedeveloper;02PT;Kenniscentrum GOC;85;Ooststellingwerf;1
15VQ;0;85;OOSTSTELLINGWERF;havo;geen diploma;nat/gezond;25PW;BOL;techniek;93430;Autotechniek (Technisch specialist personenauto's);02FZ;Innovam Groep;85;Ooststellingwerf;1
15VQ;0;85;OOSTSTELLINGWERF;havo;geen diploma;ec/maat;02PN;BOL;techniek;94524;Middenkaderfunctionaris afbouw en onderhoud (Kleur- en interieuradvies);02FW;Savantis;85;Ooststellingwerf;1
15VQ;0;85;OOSTSTELLINGWERF;havo;geen diploma;ec/maat;25PW;BOL;zorg en welzijn;92662;Maatschappelijke Zorg (Persoonlijk begeleider specifieke doelgroepen);02QG;Calibris;85;Ooststellingwerf;1
15VQ;0;85;OOSTSTELLINGWERF;havo;geen diploma;cul/maat;25LW;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;1699;Noordenveld;1
15VQ;0;85;OOSTSTELLINGWERF;havo;geen diploma;ec/maat & cul/maat;08PG;BOL;economie;22158;Financiële beroepen;00SP;ECABO;85;Ooststellingwerf;1
15VQ;0;85;OOSTSTELLINGWERF;havo;geen diploma;ec/maat & cul/maat;08PG;BOL;economie;90290;Ondernemer detailhandel;00SE;Kenniscentrum Handel;85;Ooststellingwerf;1
15VQ;0;85;OOSTSTELLINGWERF;havo;diploma;nat/gezond;02PN;BOL;techniek;94524;Middenkaderfunctionaris afbouw en onderhoud (Kleur- en interieuradvies);02FW;Savantis;193;Zwolle;1
15VQ;0;85;OOSTSTELLINGWERF;havo;diploma;nat/gezond;25LW;BOL;zorg en welzijn;91300;Apothekersassistent;02QG;Calibris;85;Ooststellingwerf;1
15VQ;0;85;OOSTSTELLINGWERF;havo;diploma;ec/maat;08PG;BOL;economie;93212;Financiële beroepen (Bedrijfsadministrateur);00SP;ECABO;85;Ooststellingwerf;1
15VQ;0;85;OOSTSTELLINGWERF;havo;diploma;nat/tech & nat/gezond;08PG;BOL;techniek;94051;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris bouw);02QH;Fundeon;85;Ooststellingwerf;1
15XV;0;584;OUD-BEIJERLAND;havo;geen diploma;nvt;23JA;BOL;techniek;95313;Applicatie- en mediaontwikkeling (Mediadeveloper);02PT;Kenniscentrum GOC;585;Binnenmaas;1
15XV;0;584;OUD-BEIJERLAND;havo;geen diploma;nat/tech;01OE;BOL;landbouw;97730;Recreatiedieren (Ondernemer/manager recreatiedieren);25DC;Aequor;617;Strijen;1
15XV;0;584;OUD-BEIJERLAND;havo;geen diploma;nat/tech;20MQ;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;588;Korendijk;1
15XV;0;584;OUD-BEIJERLAND;havo;geen diploma;nat/tech;25LP;BOL;economie;90760;Kok;02PY;Kenwerk;611;Cromstrijen;1
15XV;0;584;OUD-BEIJERLAND;havo;geen diploma;nat/gezond;20MQ;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;585;Binnenmaas;1
15XV;0;584;OUD-BEIJERLAND;havo;geen diploma;nat/gezond;23JA;BOL;techniek;90413;Mediavormgever (Grafische vormgeving);02PT;Kenniscentrum GOC;585;Binnenmaas;1
15XV;0;584;OUD-BEIJERLAND;havo;geen diploma;ec/maat;00GT;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;588;Korendijk;1
15XV;0;584;OUD-BEIJERLAND;havo;geen diploma;ec/maat;00GT;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;611;Cromstrijen;1
15XV;0;584;OUD-BEIJERLAND;havo;geen diploma;ec/maat;00GT;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;584;Oud-Beijerland;1
15XV;0;584;OUD-BEIJERLAND;havo;geen diploma;ec/maat;25LP;BBL;economie;90760;Kok;02PY;Kenwerk;584;Oud-Beijerland;1
15XV;0;584;OUD-BEIJERLAND;havo;geen diploma;cul/maat;00GT;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;584;Oud-Beijerland;1
16AW;0;34;ALMERE;havo;geen diploma;ec/maat;25LR;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;34;Almere;1
16AW;0;34;ALMERE;havo;geen diploma;ec/maat;25LR;BOL;economie;90534;Medewerker marketing en communicatie (Medewerker evenementenorganisatie);00SP;ECABO;34;Almere;2
16AW;0;34;ALMERE;havo;geen diploma;ec/maat;25LR;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;34;Almere;1
16AW;0;34;ALMERE;havo;geen diploma;ec/maat;25LR;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;34;Almere;1
16AW;0;34;ALMERE;havo;geen diploma;ec/maat;25PZ;BOL;economie;90531;Medewerker marketing en communicatie (Assistent communicatiemedewerker);00SP;ECABO;34;Almere;1
16AW;0;34;ALMERE;havo;geen diploma;ec/maat;25PZ;BOL;zorg en welzijn;95294;Sport en bewegen (Sport- en bewegingscoördinator/ Trainer/coach);02QG;Calibris;34;Almere;1
16AW;0;34;ALMERE;havo;geen diploma;ec/maat;30RR;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;34;Almere;1
16AW;1;34;ALMERE;havo;geen diploma;nat/tech;25LR;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;34;Almere;1
16AW;1;34;ALMERE;havo;geen diploma;nat/tech;25PZ;BOL;economie;93211;Financiële beroepen (Assistent-accountant);00SP;ECABO;34;Almere;1
16AW;1;34;ALMERE;havo;geen diploma;nat/tech;25PZ;BOL;techniek;93010;Aviation operations officer (Aviation operations officer);25HV;VTL;34;Almere;1
16AW;1;34;ALMERE;havo;geen diploma;nat/gezond;25GV;BOL;landbouw;97730;Recreatiedieren (Ondernemer/manager recreatiedieren);25DC;Aequor;34;Almere;1
16AW;1;34;ALMERE;havo;geen diploma;nat/gezond;25LR;BBL;zorg en welzijn;91370;Sociaal-cultureel werker;02QG;Calibris;34;Almere;1
16AW;1;34;ALMERE;havo;geen diploma;nat/gezond;25PZ;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;34;Almere;1
16AW;1;34;ALMERE;havo;geen diploma;nat/gezond;30RM;BOL;economie;22166;Medewerker marketing en communicatie;00SP;ECABO;34;Almere;1
16AW;1;34;ALMERE;havo;geen diploma;ec/maat;25LR;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;34;Almere;1
16AW;1;34;ALMERE;havo;geen diploma;ec/maat;25LR;BOL;zorg en welzijn;92632;Gespecialiseerd Pedagogisch medewerker 4  kinderopvang;02QG;Calibris;34;Almere;1
16AW;1;34;ALMERE;havo;geen diploma;ec/maat;25LR;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;34;Almere;1
16AW;1;34;ALMERE;havo;geen diploma;cul/maat;25LR;BOL;economie;90534;Medewerker marketing en communicatie (Medewerker evenementenorganisatie);00SP;ECABO;34;Almere;1
16CX;0;441;SCHAGEN;havo;geen diploma;nat/tech;04EU;BOL;economie;94810;Toezicht en veiligheid (Handhaver toezicht en veiligheid);00SP;ECABO;412;Niedorp;1
16CX;0;441;SCHAGEN;havo;geen diploma;nat/tech;25PX;BOL;techniek;22082;Analist;02QD;Kenniscentrum PMLF;441;Schagen;1
16CX;0;441;SCHAGEN;havo;geen diploma;nat/gezond;04EU;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;366;Anna Paulowna;1
16CX;0;441;SCHAGEN;havo;geen diploma;nat/gezond;04EU;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;441;Schagen;1
16CX;0;441;SCHAGEN;havo;geen diploma;nat/gezond;25EF;BOL;landbouw;97730;Recreatiedieren (Ondernemer/manager recreatiedieren);25DC;Aequor;412;Niedorp;1
16CX;0;441;SCHAGEN;havo;geen diploma;nat/gezond;25PT;BOL;zorg en welzijn;22191;Mbo-Verpleegkundige;02QG;Calibris;476;Zijpe;1
16CX;0;441;SCHAGEN;havo;geen diploma;nat/gezond;25PT;BOL;zorg en welzijn;91300;Apothekersassistent;02QG;Calibris;476;Zijpe;1
16CX;0;441;SCHAGEN;havo;geen diploma;nat/gezond;25PX;BOL;techniek;22082;Analist;02QD;Kenniscentrum PMLF;441;Schagen;2
16CX;0;441;SCHAGEN;havo;geen diploma;ec/maat;04EU;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;476;Zijpe;1
16CX;0;441;SCHAGEN;havo;geen diploma;ec/maat;04EU;BOL;zorg en welzijn;22197;Pedagogisch Werk;02QG;Calibris;366;Anna Paulowna;1
16CX;0;441;SCHAGEN;havo;geen diploma;ec/maat;25PT;BOL;economie;22179;Ondernemer horeca/bakkerij;02PY;Kenwerk;395;Harenkarspel;1
16CX;0;441;SCHAGEN;havo;geen diploma;ec/maat;25PT;BOL;zorg en welzijn;22191;Mbo-Verpleegkundige;02QG;Calibris;395;Harenkarspel;1
16CX;0;441;SCHAGEN;havo;geen diploma;ec/maat;25PT;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;366;Anna Paulowna;1
16CX;0;441;SCHAGEN;havo;geen diploma;ec/maat;25PZ;BOL;techniek;91850;Luchtvaartdienstverlener;25HV;VTL;400;Den Helder;1
16CX;0;441;SCHAGEN;havo;geen diploma;cul/maat;02PA;BOL;techniek;22086;Mediavormgever;28DV;Combinatie kenniscentra;366;Anna Paulowna;1
16CX;0;441;SCHAGEN;havo;geen diploma;cul/maat;25PT;BOL;economie;95750;Facilitair leidinggevende;02PY;Kenwerk;441;Schagen;1
16CX;0;441;SCHAGEN;havo;geen diploma;nat/tech & nat/gezond;04EU;BOL;economie;94810;Toezicht en veiligheid (Handhaver toezicht en veiligheid);00SP;ECABO;395;Harenkarspel;1
16CX;0;441;SCHAGEN;havo;geen diploma;nat/tech & nat/gezond;04EU;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;366;Anna Paulowna;1
16CX;0;441;SCHAGEN;havo;geen diploma;nat/tech & nat/gezond;25PT;BOL;techniek;90403;Mediavormgever (Grafische vormgeving);02FW;Savantis;395;Harenkarspel;1
16CX;0;441;SCHAGEN;havo;geen diploma;nat/tech & nat/gezond;25PT;BOL;techniek;94051;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris bouw);02QH;Fundeon;395;Harenkarspel;1
16CX;0;441;SCHAGEN;havo;diploma;nat/tech;04EU;BOL;economie;93211;Financiële beroepen (Assistent-accountant);00SP;ECABO;366;Anna Paulowna;1
16CX;0;441;SCHAGEN;havo;diploma;nat/tech;25PX;BBL;techniek;92400;Elektrotechnische industriële producten en systemen (Eerste monteur);02PR;Kenteq;441;Schagen;1
16CX;0;441;SCHAGEN;havo;diploma;nat/gezond;02PG;BOL;techniek;94592;Meubelmaker/(scheeps)interieurbouwer (Ondernemer meubelindustrie/(scheeps)interieurbouw);04IN;SH&M;441;Schagen;1
16CX;0;441;SCHAGEN;havo;diploma;ec/maat;04EU;BOL;techniek;95728;Maritiem officier alle schepen;25HV;VTL;441;Schagen;1
16CX;0;441;SCHAGEN;havo;diploma;cul/maat;25PZ;BOL;techniek;90412;Mediavormgever (Art & Design KC GOC);02PT;Kenniscentrum GOC;366;Anna Paulowna;1
16CX;0;441;SCHAGEN;havo;diploma;cul/maat;25PZ;BOL;zorg en welzijn;22195;Maatschappelijke Zorg;02QG;Calibris;441;Schagen;1
16CX;0;441;SCHAGEN;vwo;geen diploma;nvt;04EU;BOL;economie;95321;ICT- en mediabeheer (ICT-beheerder);00SP;ECABO;441;Schagen;1
16EI;0;606;SCHIEDAM;havo;geen diploma;nvt;25LP;BOL;economie;95321;ICT- en mediabeheer (ICT-beheerder);00SP;ECABO;606;Schiedam;1
16EI;0;606;SCHIEDAM;havo;geen diploma;nat/gezond;25LP;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;606;Schiedam;1
16EI;0;606;SCHIEDAM;havo;geen diploma;ec/maat;00GT;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;606;Schiedam;1
16EI;0;606;SCHIEDAM;havo;geen diploma;ec/maat;05EA;BOL;techniek;95260;Havenlogistiek (Manager havenlogistiek);25HV;VTL;599;Rotterdam;1
16EI;0;606;SCHIEDAM;havo;geen diploma;ec/maat;25LP;BOL;economie;22158;Financiële beroepen;00SP;ECABO;606;Schiedam;1
16EI;0;606;SCHIEDAM;havo;geen diploma;ec/maat;25LP;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;606;Schiedam;2
16EI;0;606;SCHIEDAM;havo;geen diploma;ec/maat;25LP;BOL;economie;93494;Manager handel (Vestigingsmanager groothandel);00SE;Kenniscentrum Handel;599;Rotterdam;1
16EI;0;606;SCHIEDAM;havo;geen diploma;ec/maat;25LX;BOL;economie;94910;Medewerker sociale zekerheid;00SP;ECABO;748;Bergen op Zoom;1
16EI;0;606;SCHIEDAM;havo;diploma;nat/gezond;26CC;BOL;landbouw;97090;Manager natuur en recreatie;25DC;Aequor;556;Maassluis;1
16EI;0;606;SCHIEDAM;vwo;geen diploma;nat/gezond;00GT;BOL;economie;94850;Particuliere beveiliging (Beveiliger);00SP;ECABO;622;Vlaardingen;1
16FP;0;1900;SUDWEST-FRYSLAN;havo;geen diploma;nvt;08PG;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;55;Boarnsterhim;1
16FP;0;1900;SUDWEST-FRYSLAN;havo;geen diploma;nvt;25LG;BOL;techniek;22082;Analist;02QD;Kenniscentrum PMLF;91;Sneek;1
16FP;0;1900;SUDWEST-FRYSLAN;havo;geen diploma;nat/tech;08PG;BOL;techniek;93080;Scheeps- en jachtbouwkundige;25HV;VTL;683;Wymbritseradiel;1
16FP;0;1900;SUDWEST-FRYSLAN;havo;geen diploma;nat/tech;08PG;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;91;Sneek;1
16FP;0;1900;SUDWEST-FRYSLAN;havo;geen diploma;ec/maat;08PG;BOL;economie;22158;Financiële beroepen;00SP;ECABO;91;Sneek;1
16FP;0;1900;SUDWEST-FRYSLAN;havo;geen diploma;ec/maat;08PG;BOL;economie;90532;Medewerker marketing en communicatie (Marketing medewerker);00SP;ECABO;82;Lemsterland;1
16FP;0;1900;SUDWEST-FRYSLAN;havo;geen diploma;ec/maat;08PG;BOL;economie;93494;Manager handel (Vestigingsmanager groothandel);00SE;Kenniscentrum Handel;91;Sneek;1
16FP;0;1900;SUDWEST-FRYSLAN;havo;geen diploma;ec/maat;08PG;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;82;Lemsterland;1
16FP;0;1900;SUDWEST-FRYSLAN;havo;geen diploma;ec/maat;08PG;BBL;economie;90383;Verkoopspecialist (Verkoopspecialist detailhandel);00SE;Kenniscentrum Handel;683;Wymbritseradiel;1
16FP;0;1900;SUDWEST-FRYSLAN;havo;geen diploma;ec/maat;25LG;BOL;economie;22161;Juridisch medewerker;00SP;ECABO;91;Sneek;1
16FP;0;1900;SUDWEST-FRYSLAN;havo;geen diploma;ec/maat;25LG;BOL;economie;22161;Juridisch medewerker;00SP;ECABO;683;Wymbritseradiel;1
16FP;0;1900;SUDWEST-FRYSLAN;havo;geen diploma;ec/maat;25LG;BOL;economie;95747;Uitvoerend bakker;02PY;Kenwerk;51;Skarsterlan;1
16FP;0;1900;SUDWEST-FRYSLAN;havo;geen diploma;ec/maat;25LG;BOL;zorg en welzijn;92670;Sociaal-maatschappelijk dienstverlener (Sociaal-maatschappelijk dienstverlener);02QG;Calibris;91;Sneek;1
16FP;0;1900;SUDWEST-FRYSLAN;havo;geen diploma;cul/maat;08PG;BOL;techniek;95700;Gamedeveloper;02PT;Kenniscentrum GOC;91;Sneek;1
16FP;0;1900;SUDWEST-FRYSLAN;havo;geen diploma;cul/maat;08PG;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;91;Sneek;1
16FP;0;1900;SUDWEST-FRYSLAN;havo;geen diploma;nat/tech & nat/gezond;25LG;BOL;economie;94140;Medewerker bediening/café-bar (Gastheer/-vrouw);02PY;Kenwerk;91;Sneek;1
16FP;0;1900;SUDWEST-FRYSLAN;havo;diploma;ec/maat;08PG;BOL;economie;90290;Ondernemer detailhandel;00SE;Kenniscentrum Handel;91;Sneek;1
16FP;0;1900;SUDWEST-FRYSLAN;havo;diploma;cul/maat;25LG;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;140;Littenseradiel;1
16FP;0;1900;SUDWEST-FRYSLAN;havo;diploma;cul/maat;25LW;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;14;Groningen;1
16FP;0;1900;SUDWEST-FRYSLAN;havo;diploma;nat/tech & nat/gezond;08PG;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;683;Wymbritseradiel;1
16FP;0;1900;SUDWEST-FRYSLAN;vwo;geen diploma;nvt;08PG;BOL;techniek;22086;Mediavormgever;28DV;Combinatie kenniscentra;91;Sneek;1
16GZ;0;1708;STEENWIJKERLAND;havo;geen diploma;nvt;01AA;BOL;zorg en welzijn;91370;Sociaal-cultureel werker;02QG;Calibris;1708;Steenwijkerland;1
16GZ;0;1708;STEENWIJKERLAND;havo;geen diploma;nat/tech;13US;BOL;landbouw;97681;Teelt 4 (Manager teelt);25DC;Aequor;1708;Steenwijkerland;1
16GZ;0;1708;STEENWIJKERLAND;havo;geen diploma;nat/tech;25PJ;BOL;techniek;90411;Mediavormgever (Animatie/audiovisuele vormgeving);02PT;Kenniscentrum GOC;1708;Steenwijkerland;1
16GZ;0;1708;STEENWIJKERLAND;havo;geen diploma;nat/tech;25PJ;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;1708;Steenwijkerland;1
16GZ;0;1708;STEENWIJKERLAND;havo;geen diploma;nat/gezond;01AA;BOL;economie;94892;Juridisch medewerker openbaar bestuur;00SP;ECABO;1708;Steenwijkerland;1
16GZ;0;1708;STEENWIJKERLAND;havo;geen diploma;nat/gezond;25LG;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;98;Weststellingwerf;1
16GZ;0;1708;STEENWIJKERLAND;havo;geen diploma;ec/maat;01AA;BOL;economie;95750;Facilitair leidinggevende;02PY;Kenwerk;1708;Steenwijkerland;1
16GZ;0;1708;STEENWIJKERLAND;havo;geen diploma;ec/maat;25PJ;BOL;economie;93494;Manager handel (Vestigingsmanager groothandel);00SE;Kenniscentrum Handel;1708;Steenwijkerland;1
16GZ;0;1708;STEENWIJKERLAND;havo;geen diploma;ec/maat;25PW;BOL;economie;22166;Medewerker marketing en communicatie;00SP;ECABO;1708;Steenwijkerland;2
16GZ;0;1708;STEENWIJKERLAND;havo;geen diploma;cul/maat;02PN;BOL;techniek;22093;Vormgeving ruimtelijke presentatie en communicatie;02FW;Savantis;1708;Steenwijkerland;1
16GZ;0;1708;STEENWIJKERLAND;havo;geen diploma;nat/tech & nat/gezond;25PJ;BOL;techniek;91680;Operationele techniek (Allround operationeel technicus);02QD;Kenniscentrum PMLF;1708;Steenwijkerland;1
16GZ;0;1708;STEENWIJKERLAND;havo;geen diploma;ec/maat & cul/maat;01AA;BOL;economie;95391;Secretariële beroepen (Directiesecretaresse/managementassistent);00SP;ECABO;1708;Steenwijkerland;1
16GZ;0;1708;STEENWIJKERLAND;havo;geen diploma;ec/maat & cul/maat;25LG;BOL;onbekend;22258;Applicatie- en mediaontwikkeling;28DV;Combinatie kenniscentra;1708;Steenwijkerland;1
16GZ;0;1708;STEENWIJKERLAND;havo;diploma;cul/maat;25LG;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;1708;Steenwijkerland;1
16IH;0;48;VLAGTWEDDE;havo;geen diploma;nat/tech;25PW;BOL;zorg en welzijn;91401;Sport en bewegen (Sport- en bewegingscoördinator / Bewegingsagoog);02QG;Calibris;48;Vlagtwedde;1
16IH;0;48;VLAGTWEDDE;havo;geen diploma;nat/gezond;25LW;BOL;economie;95391;Secretariële beroepen (Directiesecretaresse/managementassistent);00SP;ECABO;48;Vlagtwedde;1
16IH;0;48;VLAGTWEDDE;havo;geen diploma;nat/gezond;25PW;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;48;Vlagtwedde;1
16IH;0;48;VLAGTWEDDE;havo;geen diploma;nat/gezond;25PW;BOL;zorg en welzijn;95530;Verzorgende-IG;02QG;Calibris;114;Emmen;1
16JO;0;715;TERNEUZEN;havo;geen diploma;nat/tech;25PV;BOL;techniek;90240;Operator C;02QD;Kenniscentrum PMLF;1714;Sluis;1
16JO;0;715;TERNEUZEN;havo;geen diploma;ec/maat;25PV;BOL;economie;93492;Manager handel (Filiaalmanager);00SE;Kenniscentrum Handel;715;Terneuzen;1
16JO;0;715;TERNEUZEN;havo;geen diploma;cul/maat;25PV;BOL;economie;22166;Medewerker marketing en communicatie;00SP;ECABO;718;Vlissingen;1
16JO;0;715;TERNEUZEN;havo;diploma;ec/maat;25PV;BOL;techniek;95728;Maritiem officier alle schepen;25HV;VTL;715;Terneuzen;1
16JO;0;715;TERNEUZEN;havo;diploma;cul/maat;25PV;BOL;zorg en welzijn;91300;Apothekersassistent;02QG;Calibris;715;Terneuzen;1
16KP;0;448;TEXEL;havo;geen diploma;nvt;12VI;BOL;landbouw;97730;Recreatiedieren (Ondernemer/manager recreatiedieren);25DC;Aequor;80;Leeuwarden;1
16KP;0;448;TEXEL;havo;geen diploma;nat/tech;04EU;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;448;Texel;1
16KP;0;448;TEXEL;havo;geen diploma;ec/maat;25PX;BOL;economie;90112;Commercieel medewerker (Commercieel medewerker binnendienst);00SE;Kenniscentrum Handel;375;Beverwijk;1
16KP;0;448;TEXEL;havo;geen diploma;cul/maat;25LP;BOL;techniek;92803;Goud- en Zilversmeden (Goudsmid);02PS;SVGB;448;Texel;1
16KP;0;448;TEXEL;vwo;geen diploma;nat/tech;04EU;BOL;economie;93212;Financiële beroepen (Bedrijfsadministrateur);00SP;ECABO;448;Texel;1
16MQ;0;855;TILBURG;havo;geen diploma;nat/gezond;25LZ;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;785;Goirle;1
16MQ;0;855;TILBURG;havo;geen diploma;ec/maat;04FO;BOL;techniek;94471;Medewerker design (Medewerker styling);00SE;Kenniscentrum Handel;855;Tilburg;1
16MQ;0;855;TILBURG;havo;geen diploma;ec/maat;25LV;BOL;economie;90531;Medewerker marketing en communicatie (Assistent communicatiemedewerker);00SP;ECABO;855;Tilburg;1
16MQ;0;855;TILBURG;havo;geen diploma;ec/maat;25LZ;BOL;economie;22161;Juridisch medewerker;00SP;ECABO;798;Hilvarenbeek;1
16MQ;0;855;TILBURG;havo;geen diploma;ec/maat;26CC;BOL;landbouw;97090;Manager natuur en recreatie;25DC;Aequor;855;Tilburg;1
16MQ;0;855;TILBURG;havo;geen diploma;cul/maat;04FO;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;855;Tilburg;1
16MQ;0;855;TILBURG;havo;geen diploma;cul/maat;25LV;BOL;economie;94130;Leisure & hospitality (Leisure & hospitality executive);02PY;Kenwerk;798;Hilvarenbeek;1
16MQ;0;855;TILBURG;havo;diploma;nat/gezond;25LV;BOL;economie;94072;Frontofficemedewerker (Frontofficemanager);02PY;Kenwerk;855;Tilburg;1
16MQ;0;855;TILBURG;havo;diploma;ec/maat;25LZ;BOL;economie;95060;ICT-medewerker (Medewerker ICT);00SP;ECABO;785;Goirle;1
16NK;0;301;ZUTPHEN;havo;geen diploma;nvt;27DV;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;301;Zutphen;1
16NK;0;301;ZUTPHEN;havo;geen diploma;nat/tech;25PJ;BOL;techniek;93686;Creatief vakman (Ontwerpend Meubelmaker);04IN;SH&M;301;Zutphen;1
16NK;0;301;ZUTPHEN;havo;geen diploma;nat/gezond;26CC;BOL;landbouw;97090;Manager natuur en recreatie;25DC;Aequor;301;Zutphen;1
16NK;0;301;ZUTPHEN;havo;geen diploma;ec/maat;25LF;BOL;economie;90290;Ondernemer detailhandel;00SE;Kenniscentrum Handel;213;Brummen;1
16NK;0;301;ZUTPHEN;havo;geen diploma;ec/maat;25LF;BOL;techniek;95714;Podium- en evenemententechnicus Geluid;02PT;Kenniscentrum GOC;150;Deventer;1
16NK;0;301;ZUTPHEN;havo;geen diploma;ec/maat;25PM;BOL;economie;94810;Toezicht en veiligheid (Handhaver toezicht en veiligheid);00SP;ECABO;213;Brummen;1
16NK;0;301;ZUTPHEN;havo;geen diploma;cul/maat;25LF;BOL;techniek;90032;Artiest (Drama);02PT;Kenniscentrum GOC;301;Zutphen;1
16NK;0;301;ZUTPHEN;havo;geen diploma;cul/maat;25LG;BOL;zorg en welzijn;95280;Sport en bewegen (Sport- en bewegingsleider);02QG;Calibris;193;Zwolle;1
16NK;0;301;ZUTPHEN;havo;geen diploma;cul/maat;25PJ;BOL;techniek;95764;Technicus mechanica;02PR;Kenteq;150;Deventer;1
16NK;0;301;ZUTPHEN;havo;geen diploma;cul/maat;26CC;BOL;landbouw;97255;Natuur en groene ruimte 3 (Vakbekwaam medewerker recreatiebedrijf);25DC;Aequor;301;Zutphen;1
16NK;0;301;ZUTPHEN;havo;geen diploma;cul/maat;27DV;BOL;techniek;22151;Medewerker design;00SE;Kenniscentrum Handel;301;Zutphen;1
16NK;0;301;ZUTPHEN;havo;geen diploma;cul/maat;27DV;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;262;Lochem;1
16NK;0;301;ZUTPHEN;havo;geen diploma;cul/maat;27DV;BOL;zorg en welzijn;91182;Kapper (Kapper);16QY;KOC Nederland;301;Zutphen;1
16NK;0;301;ZUTPHEN;havo;geen diploma;cul/maat;27DV;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;150;Deventer;1
