SCHOOLJAAR 2012-2013 IN HET VO (peildatum 1 oktober 2012);;;;;;;SCHOOLJAAR 2013-2014 IN HET MBO (peildatum 1 oktober 2013);;;;;;;;;
BRIN NUMMER;VESTIGINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;LEERWEG MBO;MBO SECTOR;KWALIFICATIE NAAM;KWALIFICATIE CODE;BRIN NUMMER KENNISCENTRUM;NAAM KENNISCENTRUM;GEMEENTENUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
00VY;0;356;Nieuwegein;havo;geen diploma;nat/gezond;25LH;BOL;techniek;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris Infra);94052;02QH;Fundeon;356;Nieuwegein;1
00VY;0;356;Nieuwegein;havo;geen diploma;ec/maat;25LH;BOL;economie;Veiligheid en vakmanschap (Aankomend medewerker grondoptreden);95081;00SP;ECABO;356;Nieuwegein;1
00VY;0;356;Nieuwegein;havo;geen diploma;ec/maat;30RN;BOL;economie;Medewerker marketing en communicatie (Marketing medewerker);90532;00SP;ECABO;353;IJsselstein;1
00VY;0;356;Nieuwegein;havo;geen diploma;ec/maat;30RN;BOL;economie;Leisure & hospitality (Leisure & hospitality executive);94130;02PY;Kenwerk;353;IJsselstein;1
00VY;0;356;Nieuwegein;havo;geen diploma;ec/maat;30RN;BOL;techniek;Podium- en evenemententechniek;22090;02PT;Kenniscentrum GOC;620;Vianen;1
00VY;0;356;Nieuwegein;havo;geen diploma;ec/maat;30RN;BOL;zorg en welzijn;Sport en bewegen (Sport- en bewegingsleider);95280;02QG;Calibris;321;Houten;1
00VY;0;356;Nieuwegein;havo;diploma;nat/gezond;25LH;BBL;zorg en welzijn;Maatschappelijke Zorg (Persoonlijk begeleider gehandicaptenzorg);92661;02QG;Calibris;356;Nieuwegein;1
00VY;0;356;Nieuwegein;havo;diploma;ec/maat;25LH;BOL;economie;Facilitair leidinggevende;95750;02PY;Kenwerk;356;Nieuwegein;1
00VY;0;356;Nieuwegein;havo;diploma;ec/maat;25LH;BBL;economie;Kok;90760;02PY;Kenwerk;353;IJsselstein;1
00VY;0;356;Nieuwegein;havo;diploma;cul/maat;25LH;BOL;techniek;Analist;22082;02QD;Kenniscentrum PMLF;356;Nieuwegein;1
00VY;0;356;Nieuwegein;havo;diploma;cul/maat;25LH;BOL;zorg en welzijn;Schoonheidsspecialist;95746;16QY;KOC Nederland;620;Vianen;1
00VY;0;356;Nieuwegein;vwo;geen diploma;nvt/geen profiel;25LH;BOL;techniek;Middenkader engineering (Technicus);94421;02PR;Kenteq;356;Nieuwegein;1
00VY;0;356;Nieuwegein;vwo;diploma;nat/tech & nat/gezond;25LH;BOL;techniek;Creatief vakman (Ontwerpend Meubelmaker);93686;04IN;SH&M;356;Nieuwegein;1
00VY;4;353;IJsselstein;havo;geen diploma;nat/tech;25LH;BOL;economie;Logistiek teamleider (Logistiek teamleider);90201;00SE;Kenniscentrum Handel;353;IJsselstein;1
00VY;4;353;IJsselstein;havo;geen diploma;nat/tech;30RN;BOL;techniek;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris Bouw);94051;02QH;Fundeon;356;Nieuwegein;1
00VY;4;353;IJsselstein;havo;geen diploma;ec/maat;25LH;BOL;economie;Juridisch medewerker Zakelijke dienstverlening;94891;00SP;ECABO;356;Nieuwegein;1
00VY;4;353;IJsselstein;havo;geen diploma;ec/maat;25LH;BOL;economie;Facilitair leidinggevende;95750;02PY;Kenwerk;356;Nieuwegein;1
00VY;4;353;IJsselstein;havo;geen diploma;ec/maat;30RN;BOL;economie;Medewerker marketing en communicatie (Marketing medewerker);90532;00SP;ECABO;353;IJsselstein;1
00WH;0;512;Gorinchem;havo;geen diploma;nat/tech;04CY;BOL;economie;ICT- en mediabeheer (ICT-beheerder);95321;00SP;ECABO;236;Geldermalsen;1
00WH;0;512;Gorinchem;havo;geen diploma;nat/tech;20MQ;BBL;techniek;Fijnmechanische techniek (Verspaner);94340;02PR;Kenteq;297;Zaltbommel;1
00WH;0;512;Gorinchem;havo;geen diploma;nat/gezond;01OE;BOL;landbouw;Manager natuur en recreatie;97090;25DC;Aequor;304;Neerijnen;1
00WH;0;512;Gorinchem;havo;geen diploma;nat/gezond;01OE;BOL;landbouw;Productiedieren (Melkveehouder);97713;25DC;Aequor;733;Lingewaal;1
00WH;0;512;Gorinchem;havo;geen diploma;nat/gezond;09MR;BBL;economie;Verkoopspecialist (Verkoopspecialist detailhandel);90383;00SE;Kenniscentrum Handel;216;Culemborg;1
00WH;0;512;Gorinchem;havo;geen diploma;ec/maat;00GT;BOL;economie;Manager handel;22146;00SE;Kenniscentrum Handel;523;Hardinxveld-Giessendam;1
00WH;0;512;Gorinchem;havo;geen diploma;ec/maat;04FO;BOL;economie;Commercieel medewerker ((Junior) Accountmanager);93802;00SE;Kenniscentrum Handel;867;Waalwijk;1
00WH;0;512;Gorinchem;havo;geen diploma;ec/maat;04FO;BOL;economie;Toezicht en veiligheid (Handhaver toezicht en veiligheid);94810;00SP;ECABO;738;Aalburg;1
00WH;0;512;Gorinchem;havo;geen diploma;ec/maat;04FO;BOL;zorg en welzijn;ovd07 Onderwijsassistent;93500;02QG;Calibris;281;Tiel;1
00WH;0;512;Gorinchem;havo;geen diploma;ec/maat;04FO;BBL;economie;Commercieel medewerker ((Junior) Accountmanager);93802;00SE;Kenniscentrum Handel;236;Geldermalsen;1
00WH;0;512;Gorinchem;havo;geen diploma;ec/maat;04FO;BBL;techniek;Logistiek teamleider (Logistiek teamleider);90202;25HV;VTL;738;Aalburg;1
00WH;0;512;Gorinchem;havo;geen diploma;ec/maat;09MR;BOL;economie;Financiele beroepen;22158;00SP;ECABO;738;Aalburg;1
00WH;0;512;Gorinchem;havo;geen diploma;ec/maat;09MR;BOL;zorg en welzijn;ovd07 Onderwijsassistent;93500;02QG;Calibris;870;Werkendam;1
00WH;0;512;Gorinchem;havo;geen diploma;cul/maat;04FO;BOL;economie;ICT- en mediabeheer (ICT-beheerder);95321;00SP;ECABO;263;Maasdriel;1
00WH;0;512;Gorinchem;havo;geen diploma;cul/maat;04FO;BOL;zorg en welzijn;Mbo-Verpleegkundige;95520;02QG;Calibris;738;Aalburg;1
00WH;0;512;Gorinchem;havo;geen diploma;cul/maat;09MR;BOL;zorg en welzijn;Pedagogisch Werk (Pedagogisch medewerker 4 jeugdzorg);92631;02QG;Calibris;297;Zaltbommel;1
00WH;0;512;Gorinchem;havo;geen diploma;cul/maat;20MQ;BOL;economie;Secretariele beroepen (Secretaresse);95380;00SP;ECABO;738;Aalburg;1
00WH;0;512;Gorinchem;havo;diploma;nat/tech;09MR;BOL;economie;Financiele beroepen;22158;00SP;ECABO;707;Zederik;1
00WH;0;512;Gorinchem;havo;diploma;nat/gezond;09MR;BOL;techniek;Middenkader engineering (Technicus);94421;02PR;Kenteq;707;Zederik;1
00WH;0;512;Gorinchem;havo;diploma;nat/gezond;21CY;BOL;landbouw;Bloemendetailhandel (Vakbekwaam medewerker bloembinden);97430;25DC;Aequor;874;Woudrichem;1
00WH;0;512;Gorinchem;havo;diploma;ec/maat;02PG;BOL;techniek;Meubelmaker/(scheeps)interieurbouwer (Ondernemer meubelindustrie/(scheeps)inter;94592;04IN;SH&M;545;Leerdam;1
00WH;0;512;Gorinchem;havo;diploma;ec/maat;04FO;BOL;zorg en welzijn;Mbo-Verpleegkundige;95520;02QG;Calibris;304;Neerijnen;1
00WH;0;512;Gorinchem;havo;diploma;ec/maat;05EA;BOL;techniek;Binnenvaart (Kapitein binnenvaart);95640;25HV;VTL;870;Werkendam;1
00WH;0;512;Gorinchem;havo;diploma;ec/maat;05EA;BBL;techniek;Binnenvaart (Schipper binnenvaart);95630;25HV;VTL;870;Werkendam;1
00WH;0;512;Gorinchem;havo;diploma;ec/maat;09MR;BOL;economie;Financiele beroepen;22158;00SP;ECABO;867;Waalwijk;1
00WH;0;512;Gorinchem;havo;diploma;ec/maat;09MR;BOL;economie;Commercieel medewerker;22164;28DV;Combinatie kenniscen;610;Sliedrecht;1
00WH;0;512;Gorinchem;havo;diploma;ec/maat;20MQ;BBL;economie;Manager handel (Filiaalmanager);93492;00SE;Kenniscentrum Handel;738;Aalburg;1
00WH;0;512;Gorinchem;havo;diploma;cul/maat;09MR;BOL;zorg en welzijn;Maatschappelijke Zorg (Persoonlijk begeleider specifieke doelgroepen);92662;02QG;Calibris;523;Hardinxveld-Giessendam;1
00WH;0;512;Gorinchem;havo;diploma;cul/maat;26CC;BOL;landbouw;Manager natuur en recreatie;97090;25DC;Aequor;870;Werkendam;1
00WH;0;512;Gorinchem;havo;diploma;ec/maat & cul/maat;09MR;BOL;economie;Financiele beroepen;22158;00SP;ECABO;236;Geldermalsen;1
00WH;0;512;Gorinchem;havo;diploma;ec/maat & cul/maat;23JA;BOL;techniek;Mediavormgever (Grafische vormgeving);90413;02PT;Kenniscentrum GOC;870;Werkendam;1
00WI;0;233;Ermelo;havo;geen diploma;nvt/geen profiel;01AA;BOL;zorg en welzijn;Verzorgende-IG;95530;02QG;Calibris;233;Ermelo;1
00WI;0;233;Ermelo;havo;geen diploma;nvt/geen profiel;27DV;BOL;techniek;Manager transport en logistiek (manager transport en logistiek);91870;25HV;VTL;273;Putten;1
00WI;0;233;Ermelo;havo;geen diploma;nat/tech;01AA;BOL;techniek;Middenkader engineering (Technicus);94421;02PR;Kenteq;233;Ermelo;1
00WI;0;233;Ermelo;havo;geen diploma;nat/tech;25PJ;BOL;techniek;Autotechniek (Technisch specialist personenautos);93430;02FZ;Innovam Groep;233;Ermelo;1
00WI;0;233;Ermelo;havo;geen diploma;nat/tech;25PJ;BOL;techniek;Autotechniek (Technisch specialist personenautos);93430;02FZ;Innovam Groep;243;Harderwijk;1
00WI;0;233;Ermelo;havo;geen diploma;nat/tech;30RR;BBL;techniek;Machinebouw Mechatronica (Monteur mechatronica);91080;02PR;Kenteq;273;Putten;1
00WI;0;233;Ermelo;havo;geen diploma;ec/maat;01AA;BOL;economie;Financiele beroepen (Assistent-accountant);93211;00SP;ECABO;273;Putten;1
00WI;0;233;Ermelo;havo;geen diploma;ec/maat;25LH;BOL;economie;Medewerker marketing en communicatie;22166;00SP;ECABO;273;Putten;1
00WI;0;233;Ermelo;havo;geen diploma;cul/maat;01AA;BOL;zorg en welzijn;Maatschappelijke Zorg;22195;02QG;Calibris;273;Putten;1
00WI;0;233;Ermelo;havo;geen diploma;cul/maat;25PJ;BOL;techniek;Artiest (Muziek);90038;02PT;Kenniscentrum GOC;233;Ermelo;1
00WI;0;233;Ermelo;havo;geen diploma;cul/maat;25PJ;BOL;zorg en welzijn;Maatschappelijke Zorg;22195;02QG;Calibris;302;Nunspeet;1
00WI;0;233;Ermelo;havo;diploma;nat/tech;25PJ;BOL;techniek;Middenkader engineering (Technicus);94421;02PR;Kenteq;233;Ermelo;2
00WI;0;233;Ermelo;havo;diploma;nat/gezond;01AA;BOL;zorg en welzijn;Mbo-Verpleegkundige;95520;02QG;Calibris;233;Ermelo;1
00WI;0;233;Ermelo;havo;diploma;nat/gezond;25PJ;BOL;zorg en welzijn;Tandartsassistent;91410;02QG;Calibris;233;Ermelo;1
00WI;0;233;Ermelo;havo;diploma;ec/maat;25PJ;BOL;techniek;Autotechniek (Technisch specialist personenautos);93430;02FZ;Innovam Groep;233;Ermelo;1
00WI;0;233;Ermelo;havo;diploma;ec/maat;25PJ;BBL;economie;Verkoopspecialist (Verkoopspecialist detailhandel);90383;00SE;Kenniscentrum Handel;243;Harderwijk;1
00WI;0;233;Ermelo;havo;diploma;ec/maat;30RR;BBL;zorg en welzijn;Tandartsassistent;91410;02QG;Calibris;302;Nunspeet;1
00WI;0;233;Ermelo;havo;diploma;cul/maat;25PJ;BOL;economie;ICT-medewerker (Medewerker beheer ICT);95070;00SP;ECABO;233;Ermelo;1
00XA;0;398;Heerhugowaard;havo;geen diploma;nat/tech;04EU;BOL;techniek;Maritiem officier alle schepen;95728;25HV;VTL;416;Langedijk;1
00XA;0;398;Heerhugowaard;havo;geen diploma;nat/tech;04NZ;BOL;techniek;Machinist (Machinist grondverzet);93183;02QH;Fundeon;398;Heerhugowaard;1
00XA;0;398;Heerhugowaard;havo;geen diploma;nat/tech;25PT;BOL;combinatie;ICT- en mediabeheer;22263;28DV;Combinatie kenniscen;398;Heerhugowaard;1
00XA;0;398;Heerhugowaard;havo;geen diploma;nat/gezond;25PT;BOL;techniek;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris Bouw);94051;02QH;Fundeon;416;Langedijk;1
00XA;0;398;Heerhugowaard;havo;geen diploma;nat/gezond;25PT;BOL;zorg en welzijn;Verzorgende-IG;22190;02QG;Calibris;416;Langedijk;1
00XA;0;398;Heerhugowaard;havo;geen diploma;nat/gezond;25PT;BOL;zorg en welzijn;Maatschappelijke Zorg;22195;02QG;Calibris;416;Langedijk;1
00XA;0;398;Heerhugowaard;havo;geen diploma;ec/maat;02PA;BOL;techniek;Mediavormgever (Grafische vormgeving);90413;02PT;Kenniscentrum GOC;398;Heerhugowaard;1
00XA;0;398;Heerhugowaard;havo;geen diploma;ec/maat;25EF;BOL;landbouw;Recreatiedieren (Ondernemer/manager recreatiedieren);97730;25DC;Aequor;398;Heerhugowaard;1
00XA;0;398;Heerhugowaard;havo;geen diploma;ec/maat;25PT;BOL;economie;Facilitair leidinggevende;95750;02PY;Kenwerk;398;Heerhugowaard;1
00XA;0;398;Heerhugowaard;havo;geen diploma;ec/maat;25PT;BOL;zorg en welzijn;Verzorgende-IG;95530;02QG;Calibris;398;Heerhugowaard;1
00XA;0;398;Heerhugowaard;havo;geen diploma;ec/maat;25PZ;BOL;economie;Frontofficemedewerker;22184;02PY;Kenwerk;398;Heerhugowaard;1
00XA;0;398;Heerhugowaard;havo;geen diploma;ec/maat;25PZ;BOL;techniek;Artiest (Muziek);90038;02PT;Kenniscentrum GOC;398;Heerhugowaard;1
00XA;0;398;Heerhugowaard;havo;geen diploma;cul/maat;25PT;BOL;zorg en welzijn;Pedagogisch Werk;22197;02QG;Calibris;398;Heerhugowaard;1
00XA;0;398;Heerhugowaard;havo;geen diploma;cul/maat;25PT;BBL;economie;Medewerker bediening/cafe-bar (Gastheer/-vrouw);94140;02PY;Kenwerk;398;Heerhugowaard;1
00XA;0;398;Heerhugowaard;havo;geen diploma;nat/tech & nat/gezond;25PX;BOL;techniek;Analist;22082;02QD;Kenniscentrum PMLF;398;Heerhugowaard;1
00XA;0;398;Heerhugowaard;havo;diploma;ec/maat;25PZ;BOL;economie;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;416;Langedijk;1
00XA;0;398;Heerhugowaard;havo;diploma;ec/maat & cul/maat;02PG;BOL;economie;Interieuradviseur;90940;00SE;Kenniscentrum Handel;416;Langedijk;1
00XK;0;1916;Leidschendam-Voorburg;havo;geen diploma;ec/maat;01OE;BBL;landbouw;natuur en groene ruimte 3 (Vakbekwaam hovenier);97253;25DC;Aequor;637;Zoetermeer;1
00XK;0;1916;Leidschendam-Voorburg;havo;geen diploma;ec/maat;25MA;BBL;economie;Kok;90760;02PY;Kenwerk;1916;Leidschendam-Voorburg;1
00XK;0;1916;Leidschendam-Voorburg;havo;geen diploma;ec/maat;27GZ;BOL;economie;Medewerker marketing en communicatie;90530;00SP;ECABO;1916;Leidschendam-Voorburg;1
00XK;0;1916;Leidschendam-Voorburg;havo;geen diploma;ec/maat;27GZ;BOL;economie;Manager handel (Filiaalmanager);93492;00SE;Kenniscentrum Handel;518;s-Gravenhage;1
00XK;0;1916;Leidschendam-Voorburg;havo;geen diploma;cul/maat;25MA;BOL;zorg en welzijn;Doktersassistent;91310;02QG;Calibris;1916;Leidschendam-Voorburg;1
00XK;0;1916;Leidschendam-Voorburg;havo;diploma;nat/tech;02PG;BOL;techniek;Meubelmaker/(scheeps)interieurbouwer (Ondernemer meubelindustrie/(scheeps)inter;94592;04IN;SH&M;518;s-Gravenhage;1
00XK;0;1916;Leidschendam-Voorburg;havo;diploma;ec/maat;05EA;BOL;techniek;Maritiem officier alle schepen;95728;25HV;VTL;1916;Leidschendam-Voorburg;1
00XK;0;1916;Leidschendam-Voorburg;havo;diploma;ec/maat;27GZ;BOL;zorg en welzijn;Pedagogisch Werk (Pedagogisch medewerker 4 jeugdzorg);92631;02QG;Calibris;518;s-Gravenhage;1
00XK;0;1916;Leidschendam-Voorburg;havo;diploma;ec/maat;27GZ;BBL;economie;Logistiek supervisor (Logistiek supervisor KC Handel);90216;00SE;Kenniscentrum Handel;518;s-Gravenhage;1
00YH;3;512;Gorinchem;havo;geen diploma;nvt/geen profiel;20MQ;BOL;techniek;Mediavormgever (Grafische vormgeving);90413;02PT;Kenniscentrum GOC;512;Gorinchem;1
00YH;3;512;Gorinchem;havo;geen diploma;nvt/geen profiel;20MQ;BOL;combinatie;Arbeidsmarktgekwalificeerd assistent;90440;28DV;Combinatie kenniscen;512;Gorinchem;1
00YH;3;512;Gorinchem;havo;geen diploma;nat/tech;20MQ;BOL;techniek;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris Bouw);94051;02QH;Fundeon;610;Sliedrecht;1
00YH;3;512;Gorinchem;havo;geen diploma;nat/gezond;02PG;BOL;economie;Interieuradviseur;90940;00SE;Kenniscentrum Handel;523;Hardinxveld-Giessendam;1
00YH;3;512;Gorinchem;havo;geen diploma;nat/gezond;25LH;BOL;zorg en welzijn;ovd07 Onderwijsassistent;93500;02QG;Calibris;512;Gorinchem;1
00YH;3;512;Gorinchem;havo;geen diploma;nat/gezond;30RN;BOL;zorg en welzijn;Pedagogisch Werk;22197;02QG;Calibris;610;Sliedrecht;1
00YH;3;512;Gorinchem;havo;geen diploma;ec/maat;00GT;BOL;economie;ICT-medewerker (Medewerker beheer ICT);95070;00SP;ECABO;689;Giessenlanden;1
00YH;3;512;Gorinchem;havo;geen diploma;ec/maat;20MQ;BOL;economie;Financiele beroepen (Financieel administratief medewerker);93200;00SP;ECABO;512;Gorinchem;2
00YH;3;512;Gorinchem;havo;geen diploma;ec/maat;20MQ;BOL;economie;ICT- en mediabeheer (ICT-beheerder);95321;00SP;ECABO;689;Giessenlanden;1
00YH;3;512;Gorinchem;havo;geen diploma;ec/maat;20MQ;BOL;techniek;Autotechniek (Technisch specialist personenautos);93430;02FZ;Innovam Groep;512;Gorinchem;1
00YH;3;512;Gorinchem;havo;geen diploma;ec/maat;25LH;BOL;zorg en welzijn;ovd07 Onderwijsassistent;93500;02QG;Calibris;707;Zederik;1
00YH;3;512;Gorinchem;havo;geen diploma;ec/maat;25LV;BOL;economie;Frontofficemedewerker (Frontofficemanager);94072;02PY;Kenwerk;512;Gorinchem;1
00YH;3;512;Gorinchem;havo;geen diploma;ec/maat;30RN;BOL;techniek;Artiest (Muziek);90038;02PT;Kenniscentrum GOC;512;Gorinchem;1
00YH;3;512;Gorinchem;havo;geen diploma;cul/maat;00GT;BOL;techniek;Artiest (Muziek);90038;02PT;Kenniscentrum GOC;610;Sliedrecht;1
00YH;3;512;Gorinchem;havo;geen diploma;cul/maat;20MQ;BOL;zorg en welzijn;ovd07 Onderwijsassistent;93500;02QG;Calibris;512;Gorinchem;1
00YH;3;512;Gorinchem;havo;geen diploma;cul/maat;25LX;BOL;economie;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;512;Gorinchem;1
00YH;3;512;Gorinchem;havo;geen diploma;nat/tech & nat/gezond;25LH;BOL;techniek;Analist;22082;02QD;Kenniscentrum PMLF;689;Giessenlanden;1
00YH;3;512;Gorinchem;havo;geen diploma;ec/maat & cul/maat;01OE;BOL;landbouw;Dierenartsassistent paraveterinair;97590;25DC;Aequor;707;Zederik;1
00YH;3;512;Gorinchem;havo;diploma;nat/gezond;20MQ;BOL;zorg en welzijn;Tandartsassistent;91410;02QG;Calibris;512;Gorinchem;1
00YH;3;512;Gorinchem;havo;diploma;nat/gezond;25LX;BBL;zorg en welzijn;Verzorgende-IG;95530;02QG;Calibris;523;Hardinxveld-Giessendam;1
00YH;3;512;Gorinchem;havo;diploma;nat/gezond;25PZ;BOL;techniek;AV-productie (Allround medewerker AV-productie);90061;02PT;Kenniscentrum GOC;707;Zederik;1
00YH;3;512;Gorinchem;havo;diploma;ec/maat;20MQ;BOL;economie;Financiele beroepen (Financieel administratief medewerker);93200;00SP;ECABO;512;Gorinchem;1
00YH;3;512;Gorinchem;havo;diploma;ec/maat;25LV;BOL;economie;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;610;Sliedrecht;1
00YH;3;512;Gorinchem;havo;diploma;ec/maat;30RN;BOL;techniek;Artiest (Dans);90031;02PT;Kenniscentrum GOC;523;Hardinxveld-Giessendam;1
00YH;3;512;Gorinchem;havo;diploma;ec/maat & cul/maat;09MR;BOL;economie;Secretariele beroepen;22157;00SP;ECABO;523;Hardinxveld-Giessendam;1
00YH;3;512;Gorinchem;havo;diploma;ec/maat & cul/maat;25LH;BBL;zorg en welzijn;Mbo-Verpleegkundige;95520;02QG;Calibris;689;Giessenlanden;1
00ZD;0;383;Castricum;havo;geen diploma;nvt/geen profiel;25PX;BOL;zorg en welzijn;Sport en bewegen;22171;02QG;Calibris;396;Heemskerk;1
00ZD;0;383;Castricum;havo;geen diploma;nat/gezond;02PK;BOL;techniek;Middenkaderfunctionaris afbouw en onderhoud;22039;02FW;Savantis;383;Castricum;1
00ZD;0;383;Castricum;havo;geen diploma;nat/gezond;25PT;BOL;economie;Juridisch medewerker;22161;00SP;ECABO;450;Uitgeest;1
00ZD;0;383;Castricum;havo;geen diploma;nat/gezond;25PT;BOL;zorg en welzijn;Verzorgende-IG;22190;02QG;Calibris;383;Castricum;1
00ZD;0;383;Castricum;havo;geen diploma;nat/gezond;25PT;BOL;zorg en welzijn;Verzorgende-IG;22190;02QG;Calibris;396;Heemskerk;1
00ZD;0;383;Castricum;havo;geen diploma;nat/gezond;25PT;BOL;zorg en welzijn;Verzorgende-IG;22190;02QG;Calibris;399;Heiloo;1
00ZD;0;383;Castricum;havo;geen diploma;nat/gezond;25PT;BOL;zorg en welzijn;Maatschappelijke Zorg;22195;02QG;Calibris;373;Bergen (NH.);1
00ZD;0;383;Castricum;havo;geen diploma;nat/gezond;25PX;BOL;zorg en welzijn;Sociaal-maatschappelijk dienstverlener (Sociaal-maatschappelijk dienstverlener);92670;02QG;Calibris;383;Castricum;1
00ZD;0;383;Castricum;havo;geen diploma;ec/maat;25PT;BOL;zorg en welzijn;Verzorgende-IG;22190;02QG;Calibris;450;Uitgeest;1
00ZD;0;383;Castricum;havo;geen diploma;ec/maat;25PT;BOL;combinatie;Applicatie- en mediaontwikkeling;22087;28DV;Combinatie kenniscen;450;Uitgeest;1
00ZD;0;383;Castricum;havo;geen diploma;ec/maat;25PZ;BOL;economie;Medewerker marketing en communicatie;22166;00SP;ECABO;383;Castricum;1
00ZD;0;383;Castricum;havo;geen diploma;ec/maat;25PZ;BOL;economie;Reizen (Manager verkoop reizen);94100;02PY;Kenwerk;383;Castricum;1
00ZD;0;383;Castricum;havo;geen diploma;ec/maat;25PZ;BOL;techniek;Specialist mode/maatkleding;95740;00SE;Kenniscentrum Handel;383;Castricum;1
00ZD;0;383;Castricum;havo;geen diploma;ec/maat;25RA;BOL;zorg en welzijn;Sport en bewegen (Sport- en bewegingsleider);95280;02QG;Calibris;450;Uitgeest;1
00ZD;0;383;Castricum;havo;geen diploma;cul/maat;23KG;BOL;techniek;Gaming artist;93220;02PT;Kenniscentrum GOC;450;Uitgeest;1
00ZD;0;383;Castricum;havo;geen diploma;cul/maat;25PT;BOL;zorg en welzijn;Verzorgende-IG;22190;02QG;Calibris;450;Uitgeest;1
00ZD;0;383;Castricum;havo;diploma;nat/tech;02PA;BOL;techniek;Mediavormgever (Grafische vormgeving);90413;02PT;Kenniscentrum GOC;396;Heemskerk;1
00ZD;0;383;Castricum;havo;diploma;nat/gezond;25PX;BOL;zorg en welzijn;Mbo-Verpleegkundige;95520;02QG;Calibris;450;Uitgeest;1
00ZD;0;383;Castricum;havo;diploma;ec/maat;02PK;BOL;techniek;Middenkaderfunctionaris afbouw en onderhoud;22039;02FW;Savantis;373;Bergen (NH.);1
00ZD;0;383;Castricum;havo;diploma;nat/tech & nat/gezond;25GV;BOL;landbouw;Recreatiedieren (Ondernemer/manager recreatiedieren);97730;25DC;Aequor;450;Uitgeest;1
00ZD;0;383;Castricum;havo;diploma;nat/tech & nat/gezond;25PT;BOL;economie;Particuliere beveiliging (Beveiliger);94850;00SP;ECABO;383;Castricum;1
00ZD;0;383;Castricum;havo;diploma;ec/maat & cul/maat;25LW;BBL;economie;Facilitair medewerker;95751;02PY;Kenwerk;450;Uitgeest;1
00ZO;0;995;Lelystad;havo;geen diploma;nat/tech;01AA;BOL;zorg en welzijn;Mbo-Verpleegkundige;95520;02QG;Calibris;995;Lelystad;1
00ZO;0;995;Lelystad;havo;geen diploma;nat/tech;25LR;BOL;economie;Assistent-manager internatinale handel (Asistent-manager internationale handel;90933;00SE;Kenniscentrum Handel;995;Lelystad;1
00ZO;0;995;Lelystad;havo;geen diploma;nat/gezond;01AA;BOL;zorg en welzijn;Mbo-Verpleegkundige;95520;02QG;Calibris;995;Lelystad;1
00ZO;0;995;Lelystad;havo;geen diploma;nat/gezond;25LR;BOL;zorg en welzijn;Pedagogisch Werk (Pedagogisch medewerker 4 jeugdzorg);92631;02QG;Calibris;995;Lelystad;1
00ZO;0;995;Lelystad;havo;geen diploma;nat/gezond;25LR;BBL;techniek;Constructiewerker;95761;02PR;Kenteq;995;Lelystad;1
00ZO;0;995;Lelystad;havo;geen diploma;ec/maat;01AA;BOL;zorg en welzijn;Sport en bewegen;22171;02QG;Calibris;995;Lelystad;1
00ZO;0;995;Lelystad;havo;geen diploma;ec/maat;25LR;BOL;economie;Medewerker marketing en communicatie (Medewerker evenementenorganisatie);90534;00SP;ECABO;995;Lelystad;1
00ZO;0;995;Lelystad;havo;geen diploma;ec/maat;25LR;BOL;economie;Assistent-manager internatinale handel (Asistent-manager internationale handel;90933;00SE;Kenniscentrum Handel;995;Lelystad;1
00ZO;0;995;Lelystad;havo;geen diploma;ec/maat;25PJ;BOL;economie;Ondernemer detailhandel;90290;00SE;Kenniscentrum Handel;995;Lelystad;1
00ZO;0;995;Lelystad;havo;geen diploma;ec/maat;25PJ;BOL;techniek;Mediavormgever (Animatie/audiovisuele vormgeving);90411;02PT;Kenniscentrum GOC;995;Lelystad;1
00ZO;0;995;Lelystad;vwo;geen diploma;cul/maat;25PJ;BOL;techniek;Mediavormgever (Animatie/audiovisuele vormgeving);90411;02PT;Kenniscentrum GOC;995;Lelystad;1
00ZV;0;59;Achtkarspelen;havo;geen diploma;nvt/geen profiel;25LG;BOL;zorg en welzijn;Sport en bewegen;22171;02QG;Calibris;79;Kollumerland en Nieuwkruisland;1
00ZV;0;59;Achtkarspelen;havo;geen diploma;nat/gezond;08PG;BOL;economie;Veiligheid en vakmanschap (Aankomend medewerker grondoptreden);95081;00SP;ECABO;79;Kollumerland en Nieuwkruisland;1
00ZV;0;59;Achtkarspelen;havo;geen diploma;nat/gezond;08PG;BOL;zorg en welzijn;Allround schoonheidsspecialist;95745;16QY;KOC Nederland;59;Achtkarspelen;1
00ZV;0;59;Achtkarspelen;havo;geen diploma;nat/gezond;12VI;BOL;landbouw;Productiedieren (Melkveehouder);97713;25DC;Aequor;59;Achtkarspelen;1
00ZV;0;59;Achtkarspelen;havo;geen diploma;nat/gezond;25LG;BOL;combinatie;ICT- en mediabeheer;22088;28DV;Combinatie kenniscen;59;Achtkarspelen;1
