SCHOOLJAAR 2010-2011 IN HET VO (peildatum 1 oktober 2010);;;;;;;SCHOOLJAAR 2011-2012 IN HET MBO (peildatum 1 oktober 2011);;;;;;;;;
BRIN NUMMER;VESTIGINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;LEERWEG MBO;MBO SECTOR;KWALIFICATIE NAAM;KWALIFICATIE CODE;BRIN NUMMER KENNISCENTRUM;NAAM KENNISCENTRUM;GEMEENTENUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
17AY;0;297;Zaltbommel;havo;geen diploma;cul/maat;04FO;BOL;economie ;Juridisch medewerker;94890;00SP;ECABO;297;Zaltbommel;1
17AY;0;297;Zaltbommel;havo;geen diploma;cul/maat;04FO;BOL;zorg en welzijn;Doktersassistent;91310;02QG;Calibris;297;Zaltbommel;1
17AY;0;297;Zaltbommel;havo;diploma;cul/maat;04FO;BOL;economie ;Juridisch medewerker;94890;00SP;ECABO;297;Zaltbommel;1
17AY;0;297;Zaltbommel;havo;diploma;cul/maat;30BC;BOL;techniek ;Vormgever/medewerker ruimtelijke presentatie en communicatie;91540;02FW;Savantis;263;Maasdriel;1
17AY;0;297;Zaltbommel;vwo;geen diploma;nat/tech;04FO;BOL;techniek ;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris bouw);94051;02QH;Fundeon;297;Zaltbommel;1
17AY;0;297;Zaltbommel;vwo;geen diploma;nat/tech & nat/gezond;25LX;BBL;combinatie;Applicatie- en mediaontwikkeling (Applicatieontwikkelaar);95311;00SP;ECABO;865;Vught;1
17BI;0;355;Zeist;havo;geen diploma;nvt/geen profiel;04EM;BBL;economie ;Brood en Banket;94220;02PY;Kenwerk;321;Houten;1
17BI;0;355;Zeist;havo;geen diploma;nvt/geen profiel;25GV;BOL;combinatie;Recreatiedieren (Ondernemer/manager recreatiedieren);97730;25DC;Aequor;1581;Utrechtse Heuvelrug;1
17BI;0;355;Zeist;havo;geen diploma;nat/tech;04EM;BBL;techniek ;Autotechniek (Autotechnicus);93410;02FZ;Innovam Groep;355;Zeist;1
17BI;0;355;Zeist;havo;geen diploma;ec/maat;04EM;BOL;economie ;Medewerker marketing en communicatie;90530;00SP;ECABO;355;Zeist;1
17BI;0;355;Zeist;havo;geen diploma;ec/maat;04EM;BOL;economie ;Administrateur (Assistent-accountant);93211;00SP;ECABO;355;Zeist;1
17BI;0;355;Zeist;havo;geen diploma;ec/maat;25LH;BOL;economie ;Medewerker marketing en communicatie;90530;00SP;ECABO;352;Wijk bij Duurstede;1
17BI;0;355;Zeist;havo;geen diploma;ec/maat;25LH;BOL;economie ;Medewerker marketing en communicatie;90530;00SP;ECABO;1581;Utrechtse Heuvelrug;1
17BI;0;355;Zeist;havo;geen diploma;ec/maat;25LH;BBL;economie ;Medewerker bediening/cafe-bar (Zelfstandig werkend gastheer/-vrouw);94152;02PY;Kenwerk;1581;Utrechtse Heuvelrug;1
17BI;0;355;Zeist;havo;geen diploma;cul/maat;25LH;BOL;economie ;Medewerker personeel en arbeid;94900;00SP;ECABO;355;Zeist;1
17BI;0;355;Zeist;havo;diploma;nat/gezond;25GV;BOL;landbouw ;Dierenassistent paraveterinair;97590;25DC;Aequor;1581;Utrechtse Heuvelrug;1
17BI;0;355;Zeist;havo;diploma;nat/gezond;25PZ;BOL;zorg en welzijn;Allround Grimeur;91210;16QY;KOC Nederland;355;Zeist;1
17BI;0;355;Zeist;vwo;diploma;cul/maat;04FO;BOL;techniek ;Artiest (Drama);90032;02PT;Kenniscentrum GOC;312;Bunnik;1
17BZ;0;193;Zwolle;havo;geen diploma;nat/tech;25PJ;BOL;economie ;Interieuradviseur;90940;00SE;Kenniscentrum Handel;193;Zwolle;1
17BZ;0;193;Zwolle;havo;geen diploma;nat/tech;25PJ;BOL;techniek ;Podium- en evenemententechniek (Podiumtechnicus);90330;02PT;Kenniscentrum GOC;193;Zwolle;1
17BZ;0;193;Zwolle;havo;geen diploma;nat/tech;25PJ;BOL;combinatie;Sport en bewegen;95290;02QG;Calibris;193;Zwolle;1
17BZ;0;193;Zwolle;havo;geen diploma;nat/gezond;01AA;BOL;zorg en welzijn;Pedagogisch Werk (Pedagogisch Werker jeugdzorg);92631;02QG;Calibris;193;Zwolle;1
17BZ;0;193;Zwolle;havo;geen diploma;nat/gezond;13US;BOL;landbouw ;Dierenassistent paraveterinair;97590;25DC;Aequor;193;Zwolle;1
17BZ;0;193;Zwolle;havo;geen diploma;nat/gezond;13US;BOL;combinatie;Recreatiedieren (Ondernemer/manager recreatiedieren);97730;25DC;Aequor;193;Zwolle;1
17BZ;0;193;Zwolle;havo;geen diploma;ec/maat;25PJ;BOL;economie ;Verkoopspecialist (Verkoopspecialist detailhandel);90383;00SE;Kenniscentrum Handel;193;Zwolle;1
17BZ;0;193;Zwolle;havo;geen diploma;ec/maat;25PJ;BOL;economie ;Medewerker marketing en communicatie;90530;00SP;ECABO;193;Zwolle;1
17BZ;0;193;Zwolle;havo;geen diploma;ec/maat;25PJ;BOL;economie ;Secretariele beroepen;93250;00SP;ECABO;193;Zwolle;1
17BZ;0;193;Zwolle;havo;geen diploma;ec/maat;25PJ;BOL;economie ;Veiligheid en vakmanschap (Aankomend onderofficier grondoptreden);95091;00SP;ECABO;193;Zwolle;1
17BZ;0;193;Zwolle;havo;geen diploma;ec/maat;25PJ;BOL;techniek ;Luchtvaartdienstverlener;91850;25HV;VTL;193;Zwolle;1
17BZ;0;193;Zwolle;havo;geen diploma;ec/maat;25PJ;BOL;zorg en welzijn;Doktersassistent;91310;02QG;Calibris;193;Zwolle;1
17BZ;0;193;Zwolle;havo;geen diploma;ec/maat;25PJ;BOL;zorg en welzijn;Maatschappelijke Zorg 4;92660;02QG;Calibris;193;Zwolle;1
17BZ;0;193;Zwolle;havo;geen diploma;nat/tech & nat/gezond;25PJ;BOL;economie ;Applicatieontwikkelaar;90020;00SP;ECABO;175;Ommen;1
17BZ;0;193;Zwolle;havo;diploma;nat/gezond;25GV;BOL;landbouw ;Dierenassistent paraveterinair;97590;25DC;Aequor;193;Zwolle;1
17BZ;0;193;Zwolle;havo;diploma;cul/maat;25PN;BOL;techniek ;Artiest (Musical);90033;02PT;Kenniscentrum GOC;268;Nijmegen;1
17BZ;0;193;Zwolle;vwo;geen diploma;nat/gezond;01AA;BOL;economie ;Administrateur;93210;00SP;ECABO;246;Heerde;1
17BZ;2;1773;Olst-Wijhe;havo;geen diploma;nat/tech;25PJ;BOL;techniek ;Middenkader engineering (Technicus);94421;02PR;Kenteq;1773;Olst-Wijhe;1
17BZ;2;1773;Olst-Wijhe;havo;geen diploma;nat/gezond;01AA;BOL;zorg en welzijn;Onderwijsassistent;93500;02QG;Calibris;1773;Olst-Wijhe;1
17BZ;2;1773;Olst-Wijhe;havo;geen diploma;nat/gezond;25PJ;BBL;combinatie;Kok (Zelfstandig werkend kok);95420;02PY;Kenwerk;1773;Olst-Wijhe;1
17BZ;2;1773;Olst-Wijhe;havo;geen diploma;ec/maat;01AA;BOL;economie ;Medewerker marketing en communicatie;90530;00SP;ECABO;1773;Olst-Wijhe;1
17BZ;2;1773;Olst-Wijhe;havo;geen diploma;ec/maat;27DV;BOL;economie ;Medewerker marketing en communicatie;90530;00SP;ECABO;150;Deventer;1
17BZ;2;1773;Olst-Wijhe;havo;geen diploma;cul/maat;01AA;BOL;economie ;Medewerker marketing en communicatie (Medewerker evenementenorganisatie);90534;00SP;ECABO;1773;Olst-Wijhe;2
17BZ;4;160;Hardenberg;havo;geen diploma;nat/gezond;25PJ;BOL;techniek ;Vliegtuigonderhoud (Technische mechanica);94412;02PR;Kenteq;160;Hardenberg;1
17BZ;4;160;Hardenberg;havo;geen diploma;ec/maat;25PJ;BOL;economie ;Veiligheid en vakmanschap (Aankomend medewerker grondoptreden);95081;00SP;ECABO;160;Hardenberg;1
17BZ;4;160;Hardenberg;havo;geen diploma;cul/maat;01AA;BOL;techniek ;Luchtvaartdienstverlener;91850;25HV;VTL;148;Dalfsen;1
17BZ;4;160;Hardenberg;havo;geen diploma;ec/maat & cul/maat;25PJ;BOL;economie ;Applicatieontwikkelaar;90020;00SP;ECABO;160;Hardenberg;1
17BZ;4;160;Hardenberg;havo;diploma;nat/gezond;02PN;BOL;techniek ;Meubelmaker/(scheeps)interieurbouwer;94590;04IN;SH&M;160;Hardenberg;1
17CK;0;243;Harderwijk;havo;geen diploma;nvt/geen profiel;01AA;BOL;economie ;Administrateur (Bedrijfsadministrateur);93212;00SP;ECABO;243;Harderwijk;1
17CK;0;243;Harderwijk;havo;geen diploma;nat/tech;25LH;BOL;techniek ;Middenkader engineering (Technicus);94421;02PR;Kenteq;50;Zeewolde;1
17CK;0;243;Harderwijk;havo;geen diploma;nat/tech;25PZ;BOL;techniek ;Aviation operations officer (Aviation operations officer);93010;25HV;VTL;50;Zeewolde;1
17CK;0;243;Harderwijk;havo;geen diploma;nat/gezond;25LH;BOL;techniek ;Analist;93710;02QD;Kenniscentrum PMLF;243;Harderwijk;1
17CK;0;243;Harderwijk;havo;geen diploma;nat/gezond;25PJ;BOL;economie ;Commercieel medewerker;90110;28DV;Combinatie kenniscentra;302;Nunspeet;1
17CK;0;243;Harderwijk;havo;geen diploma;nat/gezond;25PJ;BOL;techniek ;Middenkader engineering (Technicus);94421;02PR;Kenteq;50;Zeewolde;1
17CK;0;243;Harderwijk;havo;geen diploma;nat/gezond;25PJ;BOL;zorg en welzijn;Sport en bewegen;91400;02QG;Calibris;50;Zeewolde;1
17CK;0;243;Harderwijk;havo;geen diploma;nat/gezond;25PJ;BOL;zorg en welzijn;Sport en bewegen;91400;02QG;Calibris;302;Nunspeet;1
17CK;0;243;Harderwijk;havo;geen diploma;ec/maat;01AA;BOL;economie ;Commercieel medewerker;90110;28DV;Combinatie kenniscentra;243;Harderwijk;1
17CK;0;243;Harderwijk;havo;geen diploma;ec/maat;01AA;BOL;economie ;Administrateur (Bedrijfsadministrateur);93212;00SP;ECABO;50;Zeewolde;1
17CK;0;243;Harderwijk;havo;geen diploma;ec/maat;01AA;BOL;techniek ;Autotechniek (Autotechnicus);93410;02FZ;Innovam Groep;50;Zeewolde;1
17CK;0;243;Harderwijk;havo;geen diploma;ec/maat;01AA;BOL;zorg en welzijn;Pedagogisch Werk (Pedagogisch Werker kinderopvang);92632;02QG;Calibris;243;Harderwijk;1
17CK;0;243;Harderwijk;havo;geen diploma;ec/maat;25LH;BOL;economie ;Frontofficemedewerker (Frontofficemanager);94072;02PY;Kenwerk;243;Harderwijk;1
17CK;0;243;Harderwijk;havo;geen diploma;ec/maat;25PJ;BOL;economie ;Commercieel medewerker;90110;28DV;Combinatie kenniscentra;302;Nunspeet;1
17CK;0;243;Harderwijk;havo;geen diploma;ec/maat;25PJ;BOL;economie ;Medewerker marketing en communicatie;90530;00SP;ECABO;243;Harderwijk;1
17CK;0;243;Harderwijk;havo;geen diploma;ec/maat;25PJ;BOL;economie ;Juridisch medewerker;94890;00SP;ECABO;302;Nunspeet;1
17CK;0;243;Harderwijk;havo;geen diploma;ec/maat;25PJ;BBL;techniek ;Optiek (Opticien);93651;02PS;SVGB;50;Zeewolde;1
17CK;0;243;Harderwijk;havo;geen diploma;cul/maat;01AA;BOL;economie ;Commercieel medewerker;90110;28DV;Combinatie kenniscentra;50;Zeewolde;1
17CK;0;243;Harderwijk;havo;geen diploma;cul/maat;02PN;BOL;techniek ;Vormgever/medewerker ruimtelijke presentatie en communicatie;91540;02FW;Savantis;303;Dronten;1
17CK;0;243;Harderwijk;havo;geen diploma;cul/maat;04EM;BOL;economie ;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;50;Zeewolde;1
17CK;0;243;Harderwijk;havo;geen diploma;cul/maat;04EM;BOL;economie ;Assistent bakker;90640;02PY;Kenwerk;50;Zeewolde;1
17CK;0;243;Harderwijk;havo;geen diploma;cul/maat;25PJ;BOL;zorg en welzijn;Schoonheidsspecialist (Schoonheidsspecialist);91190;16QY;KOC Nederland;273;Putten;1
17CK;0;243;Harderwijk;havo;geen diploma;cul/maat;25PZ;BBL;zorg en welzijn;Kapper (Junior Kapper);95120;16QY;KOC Nederland;50;Zeewolde;1
17CK;0;243;Harderwijk;havo;geen diploma;nat/tech & nat/gezond;01AA;BOL;techniek ;Mediavormgever (Grafische vormgeving KC GOC);90413;02PT;Kenniscentrum GOC;50;Zeewolde;1
17CK;0;243;Harderwijk;havo;geen diploma;nat/tech & nat/gezond;25PJ;BOL;economie ;Administrateur (Boekhoudkundig medewerker);93200;00SP;ECABO;243;Harderwijk;1
17CK;0;243;Harderwijk;havo;geen diploma;nat/tech & nat/gezond;25PJ;BOL;techniek ;Optiek (Opticien/manager);93652;02PS;SVGB;243;Harderwijk;1
17CK;0;243;Harderwijk;havo;geen diploma;nat/tech & nat/gezond;25PJ;BOL;combinatie;Sport en bewegen;95290;02QG;Calibris;243;Harderwijk;1
17CK;0;243;Harderwijk;havo;diploma;nat/gezond;27DV;BOL;techniek ;Autotechniek (Technisch specialist personenautos);93430;02FZ;Innovam Groep;243;Harderwijk;1
17CK;0;243;Harderwijk;havo;diploma;ec/maat;01AA;BOL;economie ;Secretariele beroepen (Directiesecretaresse);93251;00SP;ECABO;233;Ermelo;1
17CK;0;243;Harderwijk;havo;diploma;ec/maat;01AA;BOL;economie ;Particuliere beveiliging (Beveiliger);94850;00SP;ECABO;243;Harderwijk;1
17CK;0;243;Harderwijk;havo;diploma;ec/maat;04EM;BOL;economie ;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;243;Harderwijk;1
17CK;0;243;Harderwijk;havo;diploma;ec/maat;25GV;BOL;landbouw ;Dierenassistent paraveterinair;97590;25DC;Aequor;50;Zeewolde;1
17CR;0;599;Rotterdam;havo;geen diploma;nat/gezond;25LP;BOL;combinatie;Sport en bewegen (Sport- en bewegingsleider);95280;02QG;Calibris;599;Rotterdam;1
17CR;0;599;Rotterdam;havo;geen diploma;ec/maat;05EA;BOL;combinatie;Logistiek supervisor (Logistiek supervisor VTL);90217;25HV;VTL;599;Rotterdam;1
17CR;0;599;Rotterdam;havo;geen diploma;ec/maat;25LP;BOL;zorg en welzijn;Onderwijsassistent;93500;02QG;Calibris;613;Albrandswaard;1
17CR;0;599;Rotterdam;havo;geen diploma;ec/maat;25LP;BOL;combinatie;Sport en bewegen (Sport- en bewegingsleider);95280;02QG;Calibris;613;Albrandswaard;1
17CR;0;599;Rotterdam;havo;geen diploma;ec/maat;25LP;BOL;combinatie;ICT- en mediabeheer;95320;28DV;Combinatie kenniscentra;599;Rotterdam;1
17CR;0;599;Rotterdam;havo;geen diploma;cul/maat;25LP;BOL;economie ;Medewerker marketing en communicatie;90530;00SP;ECABO;599;Rotterdam;1
17CR;0;599;Rotterdam;havo;geen diploma;nat/tech & nat/gezond;25LP;BOL;techniek ;Werkplaatsmanagement Mobiliteitsbranche;93380;28DV;Combinatie kenniscentra;599;Rotterdam;1
17DD;0;1911;1.911;havo;geen diploma;nat/tech;04EU;BOL;techniek ;Mobiele Werktuigen (Monteur mobiele werktuigen (Kenteq));92141;02PR;Kenteq;463;Wieringermeer;1
17DD;0;1911;1.911;havo;geen diploma;nat/tech;04NZ;BOL;techniek ;Machinist;93180;28DV;Combinatie kenniscentra;243;Harderwijk;1
17DD;0;1911;1.911;havo;geen diploma;nat/gezond;12VI;BOL;landbouw ;Dierenhouder (Manager dierverzorging);97053;25DC;Aequor;463;Wieringermeer;1
17DD;0;1911;1.911;havo;geen diploma;nat/gezond;25RA;BOL;economie ;Leisure & hospitality (Leisure & hospitality host);94120;02PY;Kenwerk;463;Wieringermeer;1
17DD;0;1911;1.911;havo;geen diploma;ec/maat;25LG;BOL;combinatie;Sport en bewegen;95290;02QG;Calibris;462;Wieringen;1
17DD;0;1911;1.911;havo;geen diploma;ec/maat;25PT;BOL;economie ;Logistiek groepsleider (Logistiek groepsleider KC Handel);90201;00SE;Kenniscentrum Handel;463;Wieringermeer;1
17DD;0;1911;1.911;havo;geen diploma;ec/maat;25PT;BOL;economie ;Secretariele beroepen (Secretaresse);93233;00SP;ECABO;400;Den Helder;1
17DD;0;1911;1.911;havo;geen diploma;ec/maat;25PT;BOL;zorg en welzijn;Onderwijsassistent;93500;02QG;Calibris;462;Wieringen;1
17DD;0;1911;1.911;havo;geen diploma;cul/maat;25LG;BOL;zorg en welzijn;Pedagogisch Werk 4;92630;02QG;Calibris;463;Wieringermeer;1
17DD;0;1911;1.911;havo;geen diploma;cul/maat;25LG;BOL;combinatie;Sport en bewegen;95290;02QG;Calibris;463;Wieringermeer;1
17DD;0;1911;1.911;havo;diploma;nat/gezond;04EU;BOL;techniek ;Middenkader engineering (Technicus);94421;02PR;Kenteq;462;Wieringen;1
17DD;0;1911;1.911;havo;diploma;ec/maat;08PG;BOL;combinatie;Schoonheidsspecialist (Allround schoonheidsspecialist);95510;16QY;KOC Nederland;462;Wieringen;1
17DD;0;1911;1.911;havo;diploma;ec/maat;25GV;BOL;landbouw ;Dierenassistent paraveterinair;97590;25DC;Aequor;228;Ede;1
17DN;0;34;Almere;havo;geen diploma;nat/gezond;25PZ;BOL;zorg en welzijn;MBO-Verpleegkundige;93510;02QG;Calibris;34;Almere;1
17DN;0;34;Almere;havo;geen diploma;ec/maat;25LR;BOL;economie ;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;34;Almere;1
17DN;0;34;Almere;havo;geen diploma;ec/maat;25LR;BOL;economie ;Medewerker marketing en communicatie (Medewerker evenementenorganisatie);90534;00SP;ECABO;34;Almere;1
17DN;0;34;Almere;havo;geen diploma;ec/maat;25LR;BOL;economie ;ICT-medewerker (Medewerker beheer ICT);95070;00SP;ECABO;34;Almere;1
17DN;0;34;Almere;havo;geen diploma;ec/maat;25LR;BOL;combinatie;Sport en bewegen (Sport- en bewegingsleider);95280;02QG;Calibris;34;Almere;1
17DN;0;34;Almere;havo;geen diploma;ec/maat;25PZ;BOL;zorg en welzijn;Tandartsassistent;91410;02QG;Calibris;34;Almere;1
17GM;0;356;Nieuwegein;havo;geen diploma;nvt/geen profiel;04EM;BOL;economie ;Verkoopspecialist;90380;00SE;Kenniscentrum Handel;356;Nieuwegein;1
17GM;0;356;Nieuwegein;havo;geen diploma;nvt/geen profiel;25LH;BBL;techniek ;Autotechniek (Autotechnicus);93410;02FZ;Innovam Groep;353;IJsselstein;1
17GM;0;356;Nieuwegein;havo;geen diploma;nat/tech;25LH;BOL;economie ;Commercieel medewerker (Commercieel medewerker binnendienst KC Handel);90112;00SE;Kenniscentrum Handel;620;Vianen;1
17GM;0;356;Nieuwegein;havo;geen diploma;nat/tech;25LH;BOL;economie ;Leisure & hospitality (Leisure & hospitality executive);94130;02PY;Kenwerk;344;Utrecht;1
17GM;0;356;Nieuwegein;havo;geen diploma;nat/tech;25LH;BOL;techniek ;Mediavormgever;90400;28DV;Combinatie kenniscentra;321;Houten;1
17GM;0;356;Nieuwegein;havo;geen diploma;nat/tech;25LH;BBL;techniek ;Installeren (Monteur elektronische installaties);94271;02PR;Kenteq;545;Leerdam;1
17GM;0;356;Nieuwegein;havo;geen diploma;nat/gezond;04EM;BOL;combinatie;Sport en bewegen (Sport- en bewegingsleider);95280;02QG;Calibris;353;IJsselstein;1
17GM;0;356;Nieuwegein;havo;geen diploma;ec/maat;04EM;BOL;economie ;Medewerker marketing en communicatie (Medewerker evenementenorganisatie);90534;00SP;ECABO;620;Vianen;1
17GM;0;356;Nieuwegein;havo;geen diploma;ec/maat;04EM;BOL;economie ;Administrateur (Assistent-accountant);93211;00SP;ECABO;620;Vianen;1
17GM;0;356;Nieuwegein;havo;geen diploma;ec/maat;04EM;BOL;combinatie;Mbo-Verpleegkundige;95520;02QG;Calibris;356;Nieuwegein;1
17GM;0;356;Nieuwegein;havo;geen diploma;ec/maat;25LH;BOL;economie ;Commercieel medewerker (Commercieel medewerker binnendienst KC Handel);90112;00SE;Kenniscentrum Handel;356;Nieuwegein;1
17GM;0;356;Nieuwegein;havo;geen diploma;ec/maat;25LH;BOL;zorg en welzijn;Pedagogisch Werk 4;92630;02QG;Calibris;356;Nieuwegein;1
17GM;0;356;Nieuwegein;havo;geen diploma;cul/maat;25LH;BOL;zorg en welzijn;Tandartsassistent;91410;02QG;Calibris;344;Utrecht;1
17GM;0;356;Nieuwegein;havo;diploma;nat/gezond;04FO;BBL;techniek ;Orthopedisch Technisch Medewerker;95190;02PS;SVGB;356;Nieuwegein;1
17GM;0;356;Nieuwegein;havo;diploma;cul/maat;04EM;BOL;techniek ;Podium- en evenemententechniek;93340;02PT;Kenniscentrum GOC;356;Nieuwegein;1
17GT;0;1640;Leudal;havo;geen diploma;nvt/geen profiel;30BC;BOL;techniek ;AV-productie;90070;28DV;Combinatie kenniscentra;920;Heythuysen;1
17GT;0;1640;Leudal;havo;geen diploma;nat/tech;25MB;BOL;techniek ;Middenkaderfunctionaris bouw en infra;94050;02QH;Fundeon;920;Heythuysen;1
17GT;0;1640;Leudal;havo;geen diploma;nat/gezond;25LT;BOL;combinatie;Mbo-Verpleegkundige;95520;02QG;Calibris;914;Haelen;1
17GT;0;1640;Leudal;havo;geen diploma;nat/gezond;25LT;BOL;combinatie;Mbo-Verpleegkundige;95520;02QG;Calibris;925;Hunsel;1
17GT;0;1640;Leudal;havo;geen diploma;ec/maat;25LT;BOL;economie ;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);90303;02PY;Kenwerk;914;Haelen;1
17GT;0;1640;Leudal;havo;geen diploma;ec/maat;25MB;BOL;economie ;Juridisch medewerker;94890;00SP;ECABO;1670;Roggel en Neer;1
17GT;0;1640;Leudal;havo;geen diploma;ec/maat;30BC;BOL;techniek ;Vormgever/medewerker ruimtelijke presentatie en communicatie;91540;02FW;Savantis;914;Haelen;1
17GT;0;1640;Leudal;havo;geen diploma;nat/tech & nat/gezond;25LT;BOL;combinatie;Mbo-Verpleegkundige;95520;02QG;Calibris;914;Haelen;1
17GT;0;1640;Leudal;havo;geen diploma;ec/maat & cul/maat;25PU;BOL;techniek ;Artiest (Drama);90032;02PT;Kenniscentrum GOC;957;Roermond;1
17GT;0;1640;Leudal;havo;diploma;nat/gezond;25MB;BOL;combinatie;Applicatie- en mediaontwikkeling;95310;28DV;Combinatie kenniscentra;920;Heythuysen;1
17GT;0;1640;Leudal;havo;diploma;cul/maat;25LT;BBL;techniek ;Optiek (Opticien/manager);93652;02PS;SVGB;1670;Roggel en Neer;1
17GT;0;1640;Leudal;havo;diploma;cul/maat;30BC;BOL;techniek ;Mediavormgever (Grafische vormgeving KC GOC);90413;02PT;Kenniscentrum GOC;1937;Heel;1
17HB;0;363;Amsterdam;havo;geen diploma;nvt/geen profiel;02PA;BOL;techniek ;DTP-er (Medewerker DTP KC GOC);90181;02PT;Kenniscentrum GOC;363;Amsterdam;1
17HB;0;363;Amsterdam;havo;geen diploma;nvt/geen profiel;04EM;BOL;zorg en welzijn;Pedagogisch Werk (Pedagogisch Werker kinderopvang);92632;02QG;Calibris;363;Amsterdam;1
17HB;0;363;Amsterdam;havo;geen diploma;nat/tech;25PZ;BOL;economie ;Commercieel medewerker bank- en verzekeringswezen;90500;00SP;ECABO;363;Amsterdam;1
17HB;0;363;Amsterdam;havo;geen diploma;nat/tech;25PZ;BOL;combinatie;Sport en bewegen;95290;02QG;Calibris;363;Amsterdam;1
17HB;0;363;Amsterdam;havo;geen diploma;ec/maat;25PZ;BOL;economie ;Juridisch medewerker;94890;00SP;ECABO;363;Amsterdam;1
17HB;0;363;Amsterdam;havo;geen diploma;ec/maat;25PZ;BOL;zorg en welzijn;Onderwijsassistent;93500;02QG;Calibris;363;Amsterdam;1
17HB;0;363;Amsterdam;havo;geen diploma;cul/maat;25PZ;BOL;techniek ;Artiest (Dans);90031;02PT;Kenniscentrum GOC;363;Amsterdam;1
17HB;0;363;Amsterdam;havo;geen diploma;cul/maat;25PZ;BOL;zorg en welzijn;Maatschappelijke Zorg 4;92660;02QG;Calibris;363;Amsterdam;1
17HB;0;363;Amsterdam;havo;diploma;nat/gezond;25PZ;BOL;combinatie;Sport en bewegen;95290;02QG;Calibris;363;Amsterdam;1
17HN;0;756;Boxmeer;havo;geen diploma;nat/tech;25PN;BOL;techniek ;Autotechniek (Autotechnicus);93410;02FZ;Innovam Groep;907;Gennep;1
17HN;0;756;Boxmeer;havo;geen diploma;nat/gezond;25LT;BOL;zorg en welzijn;Schoonheidsspecialist (Allround Schoonheidsspecialist);91200;16QY;KOC Nederland;893;Bergen (L.);1
17HN;0;756;Boxmeer;havo;geen diploma;nat/gezond;25PN;BOL;techniek ;Mediavormgever;90400;28DV;Combinatie kenniscentra;893;Bergen (L.);1
17HN;0;756;Boxmeer;havo;geen diploma;nat/gezond;26CC;BOL;landbouw ;Dierenassistent paraveterinair;97590;25DC;Aequor;756;Boxmeer;1
17HN;0;756;Boxmeer;havo;geen diploma;ec/maat;17WH;BBL;economie ;Medewerker slagerij (Productiemedewerker slagerij);91651;17IJ;SVO;907;Gennep;1
17HN;0;756;Boxmeer;havo;geen diploma;ec/maat;25PN;BOL;economie ;Commercieel medewerker;90110;28DV;Combinatie kenniscentra;907;Gennep;1
17HN;0;756;Boxmeer;havo;geen diploma;ec/maat;25PN;BOL;economie ;Verkoopspecialist (Verkoopspecialist detailhandel);90383;00SE;Kenniscentrum Handel;756;Boxmeer;1
17HN;0;756;Boxmeer;havo;geen diploma;ec/maat;25PN;BOL;techniek ;Middenkader engineering (Technicus);94421;02PR;Kenteq;907;Gennep;1
17HN;0;756;Boxmeer;havo;geen diploma;ec/maat;25PN;BOL;combinatie;ICT- en mediabeheer (ICT-beheerder);95321;00SP;ECABO;756;Boxmeer;2
17HN;0;756;Boxmeer;havo;geen diploma;cul/maat;26CC;BOL;landbouw ;Dierenassistent paraveterinair;97590;25DC;Aequor;756;Boxmeer;1
17HN;0;756;Boxmeer;havo;diploma;nat/tech;25PN;BOL;techniek ;Middenkader engineering (Technicus);94421;02PR;Kenteq;1702;Sint Anthonis;1
17HN;0;756;Boxmeer;havo;diploma;nat/gezond;26CC;BOL;landbouw ;Middenkaderfunctionaris natuur en leefomgeving;97090;25DC;Aequor;907;Gennep;1
17HN;0;756;Boxmeer;havo;diploma;nat/gezond;26CC;BOL;landbouw ;Dierenassistent paraveterinair;97590;25DC;Aequor;756;Boxmeer;1
17HR;2;518;s-Gravenhage (gemeente);havo;geen diploma;ec/maat;25MA;BOL;economie ;Administrateur (Boekhoudkundig medewerker);93200;00SP;ECABO;518;s-Gravenhage;1
17HR;2;518;s-Gravenhage (gemeente);havo;geen diploma;ec/maat;25MA;BBL;economie ;Verkoopspecialist (Verkoopspecialist detailhandel);90383;00SE;Kenniscentrum Handel;518;s-Gravenhage;1
17HR;2;518;s-Gravenhage (gemeente);havo;geen diploma;cul/maat;27GZ;BOL;zorg en welzijn;Sociaal-maatschappelijk dienstverlener (Sociaal-maatschappelijk dienstverlener);92670;02QG;Calibris;518;s-Gravenhage;1
17IM;0;1705;Lingewaard;havo;geen diploma;nvt/geen profiel;25PN;BOL;techniek ;Middenkader engineering (Technicus);94421;02PR;Kenteq;1705;Lingewaard;1
17IM;0;1705;Lingewaard;havo;geen diploma;nvt/geen profiel;27DV;BOL;economie ;Commercieel medewerker (Commercieel medewerker binnendienst KC Handel);90112;00SE;Kenniscentrum Handel;1705;Lingewaard;1
17IM;0;1705;Lingewaard;havo;geen diploma;nat/tech;25PN;BOL;economie ;Medewerker marketing en communicatie;90530;00SP;ECABO;1705;Lingewaard;1
