SCHOOLJAAR 2011-2012 IN HET VO (peildatum 1 oktober 2011);;;;;;;SCHOOLJAAR 2012-2013 IN HET HO (peildatum 1 oktober 2012);;;;;
BRIN NUMMER;VESTINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;SOORT HO;CROHO ONDERDEEL;GEMEENTNUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
17CK;0;243;Harderwijk;havo;diploma;ec/maat;25DW;hbo;techniek;233;Ermelo;1
17CK;0;243;Harderwijk;havo;diploma;ec/maat;25DW;hbo;gezondheidszorg;50;Zeewolde;1
17CK;0;243;Harderwijk;havo;diploma;ec/maat;25DW;hbo;gezondheidszorg;302;Nunspeet;1
17CK;0;243;Harderwijk;havo;diploma;ec/maat;25DW;hbo;economie;50;Zeewolde;3
17CK;0;243;Harderwijk;havo;diploma;ec/maat;25DW;hbo;economie;243;Harderwijk;7
17CK;0;243;Harderwijk;havo;diploma;ec/maat;25DW;hbo;economie;302;Nunspeet;1
17CK;0;243;Harderwijk;havo;diploma;ec/maat;25DW;hbo;gedrag en maatschappij;243;Harderwijk;2
17CK;0;243;Harderwijk;havo;diploma;ec/maat;28DN;hbo;gezondheidszorg;50;Zeewolde;2
17CK;0;243;Harderwijk;havo;diploma;ec/maat;28DN;hbo;gezondheidszorg;363;Amsterdam;1
17CK;0;243;Harderwijk;havo;diploma;ec/maat;28DN;hbo;economie;50;Zeewolde;5
17CK;0;243;Harderwijk;havo;diploma;ec/maat;28DN;hbo;economie;233;Ermelo;1
17CK;0;243;Harderwijk;havo;diploma;ec/maat;28DN;hbo;economie;363;Amsterdam;3
17CK;0;243;Harderwijk;havo;diploma;ec/maat;28DN;hbo;economie;394;Haarlemmermeer;1
17CK;0;243;Harderwijk;havo;diploma;ec/maat;28DN;hbo;economie;995;Lelystad;1
17CK;0;243;Harderwijk;havo;diploma;ec/maat;28DN;hbo;gedrag en maatschappij;50;Zeewolde;1
17CK;0;243;Harderwijk;havo;diploma;ec/maat;30GB;hbo;onderwijs;855;Tilburg;1
17CK;0;243;Harderwijk;havo;diploma;cul/maat;01VU;hbo;economie;50;Zeewolde;1
17CK;0;243;Harderwijk;havo;diploma;cul/maat;01VU;hbo;economie;243;Harderwijk;1
17CK;0;243;Harderwijk;havo;diploma;cul/maat;01VU;hbo;gedrag en maatschappij;50;Zeewolde;2
17CK;0;243;Harderwijk;havo;diploma;cul/maat;01VU;hbo;gedrag en maatschappij;243;Harderwijk;1
17CK;0;243;Harderwijk;havo;diploma;cul/maat;25DW;hbo;onderwijs;243;Harderwijk;1
17CK;0;243;Harderwijk;havo;diploma;cul/maat;25DW;hbo;onderwijs;303;Dronten;1
17CK;0;243;Harderwijk;havo;diploma;cul/maat;25DW;hbo;economie;243;Harderwijk;2
17CK;0;243;Harderwijk;havo;diploma;cul/maat;25DW;hbo;gedrag en maatschappij;50;Zeewolde;1
17CK;0;243;Harderwijk;havo;diploma;cul/maat;25DW;hbo;gedrag en maatschappij;243;Harderwijk;3
17CK;0;243;Harderwijk;havo;diploma;cul/maat;25JX;hbo;economie;935;Maastricht;1
17CK;0;243;Harderwijk;havo;diploma;cul/maat;27PZ;hbo;economie;50;Zeewolde;1
17CK;0;243;Harderwijk;havo;diploma;cul/maat;27PZ;hbo;economie;243;Harderwijk;1
17CK;0;243;Harderwijk;havo;diploma;cul/maat;28DN;hbo;onderwijs;50;Zeewolde;1
17CK;0;243;Harderwijk;havo;diploma;cul/maat;28DN;hbo;economie;392;Haarlem;1
17CK;0;243;Harderwijk;havo;diploma;nat/tech & nat/gezond;01VU;hbo;techniek;243;Harderwijk;1
17CK;0;243;Harderwijk;havo;diploma;nat/tech & nat/gezond;01VU;hbo;economie;303;Dronten;1
17CK;0;243;Harderwijk;havo;diploma;nat/tech & nat/gezond;23AH;hbo;techniek;153;Enschede;1
17CK;0;243;Harderwijk;havo;diploma;nat/tech & nat/gezond;25BE;hbo;techniek;14;Groningen;1
17CK;0;243;Harderwijk;havo;diploma;nat/tech & nat/gezond;27NF;hbo;taal en cultuur;243;Harderwijk;1
17CK;0;243;Harderwijk;havo;diploma;nat/tech & nat/gezond;30GB;hbo;gezondheidszorg;867;Waalwijk;1
17CK;0;243;Harderwijk;vwo;diploma;nat/tech;01VU;hbo;techniek;50;Zeewolde;1
17CK;0;243;Harderwijk;vwo;diploma;nat/tech;21PD;wo;natuur;233;Ermelo;1
17CK;0;243;Harderwijk;vwo;diploma;nat/tech;21PF;wo;techniek;50;Zeewolde;1
17CK;0;243;Harderwijk;vwo;diploma;nat/tech;21PH;wo;techniek;50;Zeewolde;1
17CK;0;243;Harderwijk;vwo;diploma;nat/tech;21PH;wo;techniek;164;Hengelo;1
17CK;0;243;Harderwijk;vwo;diploma;nat/tech;21PM;wo;natuur;203;Barneveld;1
17CK;0;243;Harderwijk;vwo;diploma;nat/tech;21PM;wo;natuur;268;Nijmegen;1
17CK;0;243;Harderwijk;vwo;diploma;nat/gezond;00MF;hbo;taal en cultuur;50;Zeewolde;1
17CK;0;243;Harderwijk;vwo;diploma;nat/gezond;21PC;wo;recht;14;Groningen;1
17CK;0;243;Harderwijk;vwo;diploma;nat/gezond;21PD;wo;sectoroverstijgend;344;Utrecht;1
17CK;0;243;Harderwijk;vwo;diploma;nat/gezond;21PD;wo;natuur;233;Ermelo;1
17CK;0;243;Harderwijk;vwo;diploma;nat/gezond;21PD;wo;gedrag en maatschappij;243;Harderwijk;1
17CK;0;243;Harderwijk;vwo;diploma;nat/gezond;21PK;wo;gezondheidszorg;363;Amsterdam;1
17CK;0;243;Harderwijk;vwo;diploma;nat/gezond;21PL;wo;gezondheidszorg;243;Harderwijk;1
17CK;0;243;Harderwijk;vwo;diploma;nat/gezond;21PM;wo;gezondheidszorg;252;Heumen;1
17CK;0;243;Harderwijk;vwo;diploma;nat/gezond;21PM;wo;gezondheidszorg;828;Oss;1
17CK;0;243;Harderwijk;vwo;diploma;nat/gezond;25DW;hbo;techniek;243;Harderwijk;1
17CK;0;243;Harderwijk;vwo;diploma;nat/gezond;28DN;hbo;gezondheidszorg;457;Weesp;1
17CK;0;243;Harderwijk;vwo;diploma;ec/maat;01VU;hbo;techniek;302;Nunspeet;1
17CK;0;243;Harderwijk;vwo;diploma;ec/maat;01VU;hbo;economie;50;Zeewolde;2
17CK;0;243;Harderwijk;vwo;diploma;ec/maat;21PC;wo;recht;14;Groningen;1
17CK;0;243;Harderwijk;vwo;diploma;ec/maat;21PC;wo;taal en cultuur;243;Harderwijk;1
17CK;0;243;Harderwijk;vwo;diploma;ec/maat;21PD;wo;sectoroverstijgend;344;Utrecht;1
17CK;0;243;Harderwijk;vwo;diploma;ec/maat;21PD;wo;economie;50;Zeewolde;1
17CK;0;243;Harderwijk;vwo;diploma;ec/maat;21PD;wo;gedrag en maatschappij;50;Zeewolde;1
17CK;0;243;Harderwijk;vwo;diploma;ec/maat;21PE;wo;economie;531;Hendrik-Ido-Ambacht;1
17CK;0;243;Harderwijk;vwo;diploma;ec/maat;21PE;wo;economie;599;Rotterdam;1
17CK;0;243;Harderwijk;vwo;diploma;ec/maat;21PH;wo;economie;153;Enschede;1
17CK;0;243;Harderwijk;vwo;diploma;ec/maat;21PL;wo;economie;50;Zeewolde;1
17CK;0;243;Harderwijk;vwo;diploma;ec/maat;21PL;wo;economie;363;Amsterdam;1
17CK;0;243;Harderwijk;vwo;diploma;ec/maat;25DW;hbo;gedrag en maatschappij;50;Zeewolde;1
17CK;0;243;Harderwijk;vwo;diploma;cul/maat;01VU;hbo;onderwijs;243;Harderwijk;1
17CK;0;243;Harderwijk;vwo;diploma;cul/maat;21PD;wo;gedrag en maatschappij;233;Ermelo;1
17CK;0;243;Harderwijk;vwo;diploma;nat/tech & nat/gezond;21PC;wo;economie;14;Groningen;1
17CK;0;243;Harderwijk;vwo;diploma;nat/tech & nat/gezond;21PD;wo;natuur;273;Putten;1
17CK;0;243;Harderwijk;vwo;diploma;nat/tech & nat/gezond;21PD;wo;natuur;344;Utrecht;1
17CK;0;243;Harderwijk;vwo;diploma;nat/tech & nat/gezond;21PD;wo;gezondheidszorg;50;Zeewolde;1
17CK;0;243;Harderwijk;vwo;diploma;nat/tech & nat/gezond;21PD;wo;gezondheidszorg;243;Harderwijk;2
17CK;0;243;Harderwijk;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;273;Putten;1
17CK;0;243;Harderwijk;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;503;Delft;1
17CK;0;243;Harderwijk;vwo;diploma;nat/tech & nat/gezond;21PH;wo;techniek;153;Enschede;3
17CK;0;243;Harderwijk;vwo;diploma;nat/tech & nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;289;Wageningen;2
17CK;0;243;Harderwijk;vwo;diploma;nat/tech & nat/gezond;21PK;wo;natuur;363;Amsterdam;1
17CK;0;243;Harderwijk;vwo;diploma;nat/tech & nat/gezond;21PK;wo;gedrag en maatschappij;363;Amsterdam;1
17CK;0;243;Harderwijk;vwo;diploma;nat/tech & nat/gezond;21PL;wo;natuur;50;Zeewolde;1
17CK;0;243;Harderwijk;vwo;diploma;nat/tech & nat/gezond;21PL;wo;gezondheidszorg;363;Amsterdam;1
17CK;0;243;Harderwijk;vwo;diploma;nat/tech & nat/gezond;21PL;wo;economie;50;Zeewolde;1
17CK;0;243;Harderwijk;vwo;diploma;nat/tech & nat/gezond;21PM;wo;natuur;268;Nijmegen;1
17CK;0;243;Harderwijk;vwo;diploma;nat/tech & nat/gezond;21PM;wo;gedrag en maatschappij;268;Nijmegen;1
17CK;0;243;Harderwijk;vwo;diploma;nat/tech & nat/gezond;28DN;hbo;gezondheidszorg;50;Zeewolde;1
17CK;0;243;Harderwijk;vwo;diploma;nat/tech & nat/gezond;30HD;hbo;landbouw en natuurlijke omgeving;80;Leeuwarden;1
17CK;0;243;Harderwijk;vwo;diploma;ec/maat & cul/maat;21PB;wo;taal en cultuur;546;Leiden;1
17CK;0;243;Harderwijk;vwo;diploma;ec/maat & cul/maat;21PC;wo;taal en cultuur;14;Groningen;3
17CK;0;243;Harderwijk;vwo;diploma;ec/maat & cul/maat;21PD;wo;economie;50;Zeewolde;1
17CK;0;243;Harderwijk;vwo;diploma;ec/maat & cul/maat;21PD;wo;economie;243;Harderwijk;1
17CK;0;243;Harderwijk;vwo;diploma;ec/maat & cul/maat;21PD;wo;recht;243;Harderwijk;2
17CK;0;243;Harderwijk;vwo;diploma;ec/maat & cul/maat;21PD;wo;gedrag en maatschappij;273;Putten;2
17CK;0;243;Harderwijk;vwo;diploma;ec/maat & cul/maat;21PD;wo;gedrag en maatschappij;302;Nunspeet;1
17CK;0;243;Harderwijk;vwo;diploma;ec/maat & cul/maat;21PD;wo;taal en cultuur;243;Harderwijk;1
17CK;0;243;Harderwijk;vwo;diploma;ec/maat & cul/maat;21PK;wo;taal en cultuur;233;Ermelo;1
17CK;0;243;Harderwijk;vwo;diploma;ec/maat & cul/maat;21PK;wo;taal en cultuur;303;Dronten;1
17CK;0;243;Harderwijk;vwo;diploma;ec/maat & cul/maat;21PK;wo;taal en cultuur;363;Amsterdam;1
17CK;0;243;Harderwijk;vwo;diploma;ec/maat & cul/maat;21PL;wo;economie;243;Harderwijk;1
17CR;0;599;Rotterdam;havo;diploma;nat/gezond;07GR;hbo;economie;599;Rotterdam;1
17CR;0;599;Rotterdam;havo;diploma;nat/gezond;21RI;hbo;techniek;599;Rotterdam;1
17CR;0;599;Rotterdam;havo;diploma;nat/gezond;22OJ;hbo;onderwijs;599;Rotterdam;1
17CR;0;599;Rotterdam;havo;diploma;nat/gezond;22OJ;hbo;techniek;613;Albrandswaard;1
17CR;0;599;Rotterdam;havo;diploma;nat/gezond;22OJ;hbo;gezondheidszorg;599;Rotterdam;1
17CR;0;599;Rotterdam;havo;diploma;nat/gezond;25DW;hbo;onderwijs;344;Utrecht;1
17CR;0;599;Rotterdam;havo;diploma;nat/gezond;27UM;hbo;gezondheidszorg;613;Albrandswaard;1
17CR;0;599;Rotterdam;havo;diploma;ec/maat;21RI;hbo;economie;613;Albrandswaard;1
17CR;0;599;Rotterdam;havo;diploma;ec/maat;21UI;hbo;economie;613;Albrandswaard;1
17CR;0;599;Rotterdam;havo;diploma;ec/maat;22OJ;hbo;onderwijs;599;Rotterdam;1
17CR;0;599;Rotterdam;havo;diploma;ec/maat;22OJ;hbo;techniek;599;Rotterdam;1
17CR;0;599;Rotterdam;havo;diploma;ec/maat;22OJ;hbo;gezondheidszorg;599;Rotterdam;1
17CR;0;599;Rotterdam;havo;diploma;ec/maat;22OJ;hbo;economie;599;Rotterdam;6
17CR;0;599;Rotterdam;havo;diploma;ec/maat;22OJ;hbo;economie;613;Albrandswaard;4
17CR;0;599;Rotterdam;havo;diploma;ec/maat;22OJ;hbo;gedrag en maatschappij;613;Albrandswaard;1
17CR;0;599;Rotterdam;havo;diploma;ec/maat;27PZ;hbo;economie;599;Rotterdam;4
17CR;0;599;Rotterdam;havo;diploma;ec/maat;27UM;hbo;onderwijs;599;Rotterdam;1
17CR;0;599;Rotterdam;havo;diploma;nat/tech & nat/gezond;22OJ;hbo;techniek;613;Albrandswaard;3
17CR;0;599;Rotterdam;havo;diploma;nat/tech & nat/gezond;27UM;hbo;gezondheidszorg;613;Albrandswaard;1
17CR;0;599;Rotterdam;havo;diploma;ec/maat & cul/maat;22OJ;hbo;economie;599;Rotterdam;1
17CR;0;599;Rotterdam;vwo;diploma;ec/maat;21PB;wo;taal en cultuur;599;Rotterdam;1
17CR;0;599;Rotterdam;vwo;diploma;ec/maat;21PD;wo;sectoroverstijgend;687;Middelburg;1
17CR;0;599;Rotterdam;vwo;diploma;ec/maat;21PE;wo;economie;599;Rotterdam;2
17CR;0;599;Rotterdam;vwo;diploma;ec/maat;21PE;wo;recht;613;Albrandswaard;1
17CR;0;599;Rotterdam;vwo;diploma;ec/maat;21PE;wo;gedrag en maatschappij;613;Albrandswaard;1
17CR;0;599;Rotterdam;vwo;diploma;ec/maat;22OJ;hbo;economie;599;Rotterdam;1
17CR;0;599;Rotterdam;vwo;diploma;cul/maat;21PB;wo;taal en cultuur;599;Rotterdam;1
17CR;0;599;Rotterdam;vwo;diploma;nat/tech & nat/gezond;21PB;wo;natuur;546;Leiden;1
17CR;0;599;Rotterdam;vwo;diploma;nat/tech & nat/gezond;21PD;wo;natuur;344;Utrecht;1
17CR;0;599;Rotterdam;vwo;diploma;nat/tech & nat/gezond;21PD;wo;gezondheidszorg;344;Utrecht;1
17CR;0;599;Rotterdam;vwo;diploma;nat/tech & nat/gezond;21PE;wo;economie;613;Albrandswaard;1
17DD;0;1911;Hollands Kroon;havo;diploma;nat/tech;01MY;hbo;landbouw en natuurlijke omgeving;463;Wieringermeer;1
17DD;0;1911;Hollands Kroon;havo;diploma;nat/tech;21WN;hbo;techniek;93;Terschelling;1
17DD;0;1911;Hollands Kroon;havo;diploma;nat/tech;21WN;hbo;techniek;462;Wieringen;2
17DD;0;1911;Hollands Kroon;havo;diploma;nat/tech;21WN;hbo;techniek;463;Wieringermeer;1
17DD;0;1911;Hollands Kroon;havo;diploma;nat/tech;25KB;hbo;techniek;202;Arnhem;1
17DD;0;1911;Hollands Kroon;havo;diploma;nat/tech;27PZ;hbo;techniek;462;Wieringen;2
17DD;0;1911;Hollands Kroon;havo;diploma;nat/tech;28DN;hbo;techniek;437;Ouder-Amstel;1
17DD;0;1911;Hollands Kroon;havo;diploma;nat/tech;30HD;hbo;landbouw en natuurlijke omgeving;463;Wieringermeer;1
17DD;0;1911;Hollands Kroon;havo;diploma;nat/gezond;21MI;hbo;gezondheidszorg;718;Vlissingen;1
17DD;0;1911;Hollands Kroon;havo;diploma;nat/gezond;21WN;hbo;onderwijs;462;Wieringen;1
17DD;0;1911;Hollands Kroon;havo;diploma;nat/gezond;21WN;hbo;techniek;463;Wieringermeer;1
17DD;0;1911;Hollands Kroon;havo;diploma;nat/gezond;21WN;hbo;gezondheidszorg;462;Wieringen;1
17DD;0;1911;Hollands Kroon;havo;diploma;nat/gezond;22EX;hbo;gedrag en maatschappij;80;Leeuwarden;1
17DD;0;1911;Hollands Kroon;havo;diploma;nat/gezond;22EX;hbo;gedrag en maatschappij;463;Wieringermeer;1
17DD;0;1911;Hollands Kroon;havo;diploma;nat/gezond;22HH;hbo;onderwijs;160;Hardenberg;1
17DD;0;1911;Hollands Kroon;havo;diploma;nat/gezond;25BE;hbo;techniek;14;Groningen;1
17DD;0;1911;Hollands Kroon;havo;diploma;nat/gezond;27PZ;hbo;gezondheidszorg;463;Wieringermeer;1
17DD;0;1911;Hollands Kroon;havo;diploma;nat/gezond;28DN;hbo;gezondheidszorg;463;Wieringermeer;1
17DD;0;1911;Hollands Kroon;havo;diploma;nat/gezond;28DN;hbo;gedrag en maatschappij;420;Medemblik;1
17DD;0;1911;Hollands Kroon;havo;diploma;nat/gezond;28DN;hbo;gedrag en maatschappij;462;Wieringen;1
17DD;0;1911;Hollands Kroon;havo;diploma;nat/gezond;28DN;hbo;gedrag en maatschappij;463;Wieringermeer;1
17DD;0;1911;Hollands Kroon;havo;diploma;nat/gezond;30HD;hbo;landbouw en natuurlijke omgeving;202;Arnhem;1
17DD;0;1911;Hollands Kroon;havo;diploma;nat/gezond;30HD;hbo;landbouw en natuurlijke omgeving;289;Wageningen;1
17DD;0;1911;Hollands Kroon;havo;diploma;ec/maat;21UG;hbo;onderwijs;462;Wieringen;1
17DD;0;1911;Hollands Kroon;havo;diploma;ec/maat;21WN;hbo;techniek;463;Wieringermeer;2
17DD;0;1911;Hollands Kroon;havo;diploma;ec/maat;21WN;hbo;techniek;529;Noorder-Koggenland;1
17DD;0;1911;Hollands Kroon;havo;diploma;ec/maat;21WN;hbo;economie;462;Wieringen;8
17DD;0;1911;Hollands Kroon;havo;diploma;ec/maat;21WN;hbo;economie;463;Wieringermeer;3
17DD;0;1911;Hollands Kroon;havo;diploma;ec/maat;21WN;hbo;gedrag en maatschappij;462;Wieringen;1
17DD;0;1911;Hollands Kroon;havo;diploma;ec/maat;22EX;hbo;economie;463;Wieringermeer;1
17DD;0;1911;Hollands Kroon;havo;diploma;ec/maat;22EX;hbo;gedrag en maatschappij;463;Wieringermeer;1
17DD;0;1911;Hollands Kroon;havo;diploma;ec/maat;25BE;hbo;gezondheidszorg;1699;Noordenveld;1
17DD;0;1911;Hollands Kroon;havo;diploma;ec/maat;25BE;hbo;economie;462;Wieringen;1
17DD;0;1911;Hollands Kroon;havo;diploma;ec/maat;25DW;hbo;economie;344;Utrecht;1
17DD;0;1911;Hollands Kroon;havo;diploma;ec/maat;27PZ;hbo;techniek;462;Wieringen;1
17DD;0;1911;Hollands Kroon;havo;diploma;ec/maat;27PZ;hbo;economie;463;Wieringermeer;1
17DD;0;1911;Hollands Kroon;havo;diploma;ec/maat;28DN;hbo;onderwijs;462;Wieringen;1
17DD;0;1911;Hollands Kroon;havo;diploma;ec/maat;28DN;hbo;economie;420;Medemblik;1
17DD;0;1911;Hollands Kroon;havo;diploma;ec/maat;28DN;hbo;economie;463;Wieringermeer;1
17DD;0;1911;Hollands Kroon;havo;diploma;cul/maat;21WN;hbo;gedrag en maatschappij;463;Wieringermeer;1
17DD;0;1911;Hollands Kroon;havo;diploma;cul/maat;22EX;hbo;gedrag en maatschappij;463;Wieringermeer;1
17DD;0;1911;Hollands Kroon;havo;diploma;cul/maat;28DN;hbo;economie;463;Wieringermeer;2
17DD;0;1911;Hollands Kroon;havo;diploma;cul/maat;28DN;hbo;gedrag en maatschappij;420;Medemblik;1
17DD;0;1911;Hollands Kroon;havo;diploma;cul/maat;28DN;hbo;gedrag en maatschappij;463;Wieringermeer;1
17DD;0;1911;Hollands Kroon;havo;diploma;nat/tech & nat/gezond;28DN;hbo;gezondheidszorg;394;Haarlemmermeer;1
17DD;0;1911;Hollands Kroon;havo;diploma;nat/tech & nat/gezond;30HD;hbo;landbouw en natuurlijke omgeving;463;Wieringermeer;1
17DD;0;1911;Hollands Kroon;vwo;geen diploma;nat/tech;30HD;hbo;landbouw en natuurlijke omgeving;463;Wieringermeer;1
17DD;0;1911;Hollands Kroon;vwo;diploma;nat/tech;21PC;wo;natuur;14;Groningen;1
17DD;0;1911;Hollands Kroon;vwo;diploma;nat/tech;21PF;wo;techniek;503;Delft;1
17DD;0;1911;Hollands Kroon;vwo;diploma;nat/tech;21PI;wo;landbouw en natuurlijke omgeving;228;Ede;1
17DD;0;1911;Hollands Kroon;vwo;diploma;nat/tech;21PK;wo;natuur;463;Wieringermeer;1
17DD;0;1911;Hollands Kroon;vwo;diploma;nat/gezond;21PC;wo;gezondheidszorg;14;Groningen;1
17DD;0;1911;Hollands Kroon;vwo;diploma;nat/gezond;21PC;wo;taal en cultuur;14;Groningen;1
17DD;0;1911;Hollands Kroon;vwo;diploma;nat/gezond;21PL;wo;gezondheidszorg;463;Wieringermeer;1
17DD;0;1911;Hollands Kroon;vwo;diploma;ec/maat;21PE;wo;economie;599;Rotterdam;1
17DD;0;1911;Hollands Kroon;vwo;diploma;ec/maat;21PI;wo;landbouw en natuurlijke omgeving;228;Ede;2
17DD;0;1911;Hollands Kroon;vwo;diploma;ec/maat;21PK;wo;natuur;384;Diemen;1
17DD;0;1911;Hollands Kroon;vwo;diploma;ec/maat;25BE;hbo;economie;14;Groningen;1
17DD;0;1911;Hollands Kroon;vwo;diploma;cul/maat;21PC;wo;gedrag en maatschappij;14;Groningen;1
17DN;0;34;Almere;havo;diploma;nat/tech;25DW;hbo;techniek;34;Almere;1
17DN;0;34;Almere;havo;diploma;nat/tech;28DN;hbo;onderwijs;34;Almere;1
17DN;0;34;Almere;havo;diploma;nat/tech;28DN;hbo;techniek;34;Almere;4
17DN;0;34;Almere;havo;diploma;nat/tech;28DN;hbo;techniek;599;Rotterdam;1
17DN;0;34;Almere;havo;diploma;nat/tech;28DN;hbo;gedrag en maatschappij;34;Almere;1
17DN;0;34;Almere;havo;diploma;nat/gezond;01VU;hbo;gezondheidszorg;34;Almere;1
17DN;0;34;Almere;havo;diploma;nat/gezond;01VU;hbo;economie;34;Almere;1
17DN;0;34;Almere;havo;diploma;nat/gezond;25DW;hbo;gezondheidszorg;34;Almere;2
17DN;0;34;Almere;havo;diploma;nat/gezond;27PZ;hbo;landbouw en natuurlijke omgeving;34;Almere;1
17DN;0;34;Almere;havo;diploma;nat/gezond;27PZ;hbo;gezondheidszorg;34;Almere;1
17DN;0;34;Almere;havo;diploma;nat/gezond;28DN;hbo;techniek;34;Almere;2
17DN;0;34;Almere;havo;diploma;nat/gezond;28DN;hbo;gezondheidszorg;34;Almere;1
17DN;0;34;Almere;havo;diploma;nat/gezond;30GB;hbo;techniek;772;Eindhoven;1
17DN;0;34;Almere;havo;diploma;ec/maat;00MF;hbo;economie;34;Almere;1
17DN;0;34;Almere;havo;diploma;ec/maat;01VU;hbo;economie;34;Almere;3
17DN;0;34;Almere;havo;diploma;ec/maat;25DW;hbo;economie;34;Almere;1
17DN;0;34;Almere;havo;diploma;ec/maat;25DW;hbo;gedrag en maatschappij;34;Almere;1
17DN;0;34;Almere;havo;diploma;ec/maat;27PZ;hbo;gezondheidszorg;34;Almere;1
17DN;0;34;Almere;havo;diploma;ec/maat;27PZ;hbo;economie;34;Almere;2
17DN;0;34;Almere;havo;diploma;ec/maat;28DN;hbo;onderwijs;34;Almere;2
17DN;0;34;Almere;havo;diploma;ec/maat;28DN;hbo;economie;34;Almere;5
17DN;0;34;Almere;havo;diploma;ec/maat;28DN;hbo;gedrag en maatschappij;34;Almere;4
17DN;0;34;Almere;havo;diploma;cul/maat;01VU;hbo;gedrag en maatschappij;34;Almere;1
17DN;0;34;Almere;havo;diploma;cul/maat;25DW;hbo;onderwijs;34;Almere;1
17DN;0;34;Almere;havo;diploma;cul/maat;25DW;hbo;economie;34;Almere;1
17DN;0;34;Almere;havo;diploma;cul/maat;28DN;hbo;techniek;34;Almere;1
17DN;0;34;Almere;havo;diploma;cul/maat;28DN;hbo;economie;34;Almere;1
17DN;0;34;Almere;havo;diploma;cul/maat;28DN;hbo;gedrag en maatschappij;34;Almere;1
17DN;0;34;Almere;havo;diploma;nat/tech & nat/gezond;25BE;hbo;taal en cultuur;34;Almere;1
17DN;0;34;Almere;havo;diploma;nat/tech & nat/gezond;28DN;hbo;onderwijs;34;Almere;1
17DN;0;34;Almere;havo;diploma;nat/tech & nat/gezond;28DN;hbo;techniek;34;Almere;3
17DN;0;34;Almere;havo;diploma;nat/tech & nat/gezond;28DN;hbo;gezondheidszorg;34;Almere;1
17DN;0;34;Almere;havo;diploma;ec/maat & cul/maat;00MF;hbo;taal en cultuur;344;Utrecht;1
17DN;0;34;Almere;havo;diploma;ec/maat & cul/maat;01VU;hbo;onderwijs;34;Almere;1
17DN;0;34;Almere;havo;diploma;ec/maat & cul/maat;21RI;hbo;gedrag en maatschappij;34;Almere;1
17DN;0;34;Almere;havo;diploma;ec/maat & cul/maat;28DN;hbo;onderwijs;34;Almere;1
17DN;0;34;Almere;havo;diploma;ec/maat & cul/maat;28DN;hbo;economie;34;Almere;2
17DN;0;34;Almere;havo;diploma;ec/maat & cul/maat;28DN;hbo;gedrag en maatschappij;34;Almere;2
17DN;0;34;Almere;vwo;geen diploma;ec/maat;01VU;hbo;economie;34;Almere;1
17DN;0;34;Almere;vwo;geen diploma;ec/maat;28DN;hbo;economie;34;Almere;1
17DN;0;34;Almere;vwo;diploma;nat/tech;21PF;wo;techniek;503;Delft;1
17DN;0;34;Almere;vwo;diploma;nat/gezond;21PK;wo;gedrag en maatschappij;384;Diemen;1
17DN;0;34;Almere;vwo;diploma;ec/maat;21PB;wo;recht;546;Leiden;2
17DN;0;34;Almere;vwo;diploma;ec/maat;21PD;wo;gedrag en maatschappij;34;Almere;1
17DN;0;34;Almere;vwo;diploma;ec/maat;21PK;wo;gedrag en maatschappij;34;Almere;1
17DN;0;34;Almere;vwo;diploma;cul/maat;21PD;wo;taal en cultuur;34;Almere;1
17DN;0;34;Almere;vwo;diploma;cul/maat;21PK;wo;recht;34;Almere;1
17DN;0;34;Almere;vwo;diploma;cul/maat;21PK;wo;taal en cultuur;34;Almere;1
17DN;0;34;Almere;vwo;diploma;cul/maat;21PL;wo;recht;34;Almere;1
17DN;0;34;Almere;vwo;diploma;nat/tech & nat/gezond;21PD;wo;natuur;34;Almere;1
17DN;0;34;Almere;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;503;Delft;1
17DN;0;34;Almere;vwo;diploma;nat/tech & nat/gezond;21PF;wo;techniek;1926;Pijnacker-Nootdorp;1
17DN;0;34;Almere;vwo;diploma;nat/tech & nat/gezond;21PH;wo;gedrag en maatschappij;153;Enschede;1
17DN;0;34;Almere;vwo;diploma;nat/tech & nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;289;Wageningen;1
17DN;0;34;Almere;vwo;diploma;nat/tech & nat/gezond;21PK;wo;natuur;34;Almere;1
17DN;0;34;Almere;vwo;diploma;nat/tech & nat/gezond;21PK;wo;gezondheidszorg;34;Almere;1
17DN;0;34;Almere;vwo;diploma;nat/tech & nat/gezond;21PK;wo;economie;34;Almere;1
17DN;0;34;Almere;vwo;diploma;nat/tech & nat/gezond;21PL;wo;natuur;34;Almere;1
17DN;0;34;Almere;vwo;diploma;nat/tech & nat/gezond;21PL;wo;taal en cultuur;34;Almere;1
17DN;0;34;Almere;vwo;diploma;ec/maat & cul/maat;28DN;hbo;onderwijs;34;Almere;1
17GM;0;356;Nieuwegein;havo;diploma;nat/tech;25DW;hbo;techniek;321;Houten;1
