SCHOOLJAAR 2011-2012 IN HET VO (peildatum 1 oktober 2011);;;;;;;SCHOOLJAAR 2012-2013 IN HET HO (peildatum 1 oktober 2012);;;;;
BRIN NUMMER;VESTINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;SOORT HO;CROHO ONDERDEEL;GEMEENTNUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
17GM;0;356;Nieuwegein;havo;diploma;nat/tech;25DW;hbo;techniek;331;Lopik;2
17GM;0;356;Nieuwegein;havo;diploma;nat/tech;25DW;hbo;techniek;356;Nieuwegein;5
17GM;0;356;Nieuwegein;havo;diploma;nat/tech;25DW;hbo;techniek;707;Zederik;1
17GM;0;356;Nieuwegein;havo;diploma;nat/tech;25DW;hbo;economie;356;Nieuwegein;1
17GM;0;356;Nieuwegein;havo;diploma;nat/tech;25DW;hbo;gedrag en maatschappij;356;Nieuwegein;1
17GM;0;356;Nieuwegein;havo;diploma;nat/tech;28DN;hbo;techniek;353;IJsselstein;1
17GM;0;356;Nieuwegein;havo;diploma;nat/gezond;21UI;hbo;techniek;356;Nieuwegein;1
17GM;0;356;Nieuwegein;havo;diploma;nat/gezond;25DW;hbo;techniek;321;Houten;1
17GM;0;356;Nieuwegein;havo;diploma;nat/gezond;25DW;hbo;techniek;353;IJsselstein;1
17GM;0;356;Nieuwegein;havo;diploma;nat/gezond;25DW;hbo;techniek;356;Nieuwegein;1
17GM;0;356;Nieuwegein;havo;diploma;nat/gezond;25DW;hbo;gezondheidszorg;321;Houten;1
17GM;0;356;Nieuwegein;havo;diploma;nat/gezond;25DW;hbo;gezondheidszorg;356;Nieuwegein;1
17GM;0;356;Nieuwegein;havo;diploma;nat/gezond;25DW;hbo;economie;356;Nieuwegein;1
17GM;0;356;Nieuwegein;havo;diploma;nat/gezond;25DW;hbo;economie;620;Vianen;1
17GM;0;356;Nieuwegein;havo;diploma;nat/gezond;25DW;hbo;gedrag en maatschappij;356;Nieuwegein;1
17GM;0;356;Nieuwegein;havo;diploma;nat/gezond;28DN;hbo;techniek;344;Utrecht;1
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;10IZ;hbo;onderwijs;356;Nieuwegein;4
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;10IZ;hbo;onderwijs;707;Zederik;1
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;21CW;hbo;landbouw en natuurlijke omgeving;356;Nieuwegein;1
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;21MI;hbo;sectoroverstijgend;718;Vlissingen;1
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;21UI;hbo;economie;353;IJsselstein;1
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;21UI;hbo;economie;620;Vianen;1
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;22OJ;hbo;techniek;321;Houten;1
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;22OJ;hbo;techniek;356;Nieuwegein;1
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;22OJ;hbo;economie;620;Vianen;1
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;25DW;hbo;onderwijs;353;IJsselstein;1
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;25DW;hbo;onderwijs;707;Zederik;1
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;25DW;hbo;techniek;353;IJsselstein;1
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;25DW;hbo;gezondheidszorg;353;IJsselstein;2
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;25DW;hbo;gezondheidszorg;620;Vianen;2
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;25DW;hbo;economie;321;Houten;3
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;25DW;hbo;economie;331;Lopik;1
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;25DW;hbo;economie;344;Utrecht;1
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;25DW;hbo;economie;353;IJsselstein;5
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;25DW;hbo;economie;356;Nieuwegein;4
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;25DW;hbo;economie;620;Vianen;3
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;25DW;hbo;economie;707;Zederik;4
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;25DW;hbo;gedrag en maatschappij;342;Soest;1
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;25DW;hbo;gedrag en maatschappij;620;Vianen;1
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;25KB;hbo;gezondheidszorg;331;Lopik;1
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;25KB;hbo;gezondheidszorg;356;Nieuwegein;1
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;28DN;hbo;onderwijs;353;IJsselstein;1
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;28DN;hbo;onderwijs;356;Nieuwegein;1
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;28DN;hbo;economie;356;Nieuwegein;1
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;30GB;hbo;economie;620;Vianen;1
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;30GB;hbo;economie;866;Waalre;1
17GM;0;356;Nieuwegein;havo;diploma;ec/maat;30GB;hbo;gedrag en maatschappij;707;Zederik;1
17GM;0;356;Nieuwegein;havo;diploma;cul/maat;07GR;hbo;taal en cultuur;620;Vianen;1
17GM;0;356;Nieuwegein;havo;diploma;cul/maat;10IZ;hbo;onderwijs;353;IJsselstein;1
17GM;0;356;Nieuwegein;havo;diploma;cul/maat;10IZ;hbo;onderwijs;356;Nieuwegein;1
17GM;0;356;Nieuwegein;havo;diploma;cul/maat;10IZ;hbo;onderwijs;707;Zederik;1
17GM;0;356;Nieuwegein;havo;diploma;cul/maat;21UI;hbo;economie;620;Vianen;1
17GM;0;356;Nieuwegein;havo;diploma;cul/maat;25DW;hbo;gezondheidszorg;321;Houten;1
17GM;0;356;Nieuwegein;havo;diploma;cul/maat;25DW;hbo;gezondheidszorg;356;Nieuwegein;1
17GM;0;356;Nieuwegein;havo;diploma;cul/maat;25DW;hbo;economie;353;IJsselstein;3
17GM;0;356;Nieuwegein;havo;diploma;cul/maat;25DW;hbo;economie;356;Nieuwegein;1
17GM;0;356;Nieuwegein;havo;diploma;cul/maat;25DW;hbo;gedrag en maatschappij;321;Houten;1
17GM;0;356;Nieuwegein;havo;diploma;nat/tech & nat/gezond;21CW;hbo;landbouw en natuurlijke omgeving;620;Vianen;1
17GM;0;356;Nieuwegein;havo;diploma;nat/tech & nat/gezond;25DW;hbo;techniek;321;Houten;1
17GM;0;356;Nieuwegein;havo;diploma;nat/tech & nat/gezond;25DW;hbo;techniek;331;Lopik;1
17GM;0;356;Nieuwegein;havo;diploma;nat/tech & nat/gezond;25DW;hbo;techniek;344;Utrecht;1
17GM;0;356;Nieuwegein;havo;diploma;nat/tech & nat/gezond;25DW;hbo;economie;356;Nieuwegein;1
17GM;0;356;Nieuwegein;havo;diploma;nat/tech & nat/gezond;28DN;hbo;techniek;321;Houten;1
17GM;0;356;Nieuwegein;havo;diploma;nat/tech & nat/gezond;28DN;hbo;techniek;356;Nieuwegein;1
17GM;0;356;Nieuwegein;havo;diploma;nat/tech & nat/gezond;28DN;hbo;gedrag en maatschappij;344;Utrecht;1
17GM;0;356;Nieuwegein;vwo;geen diploma;nat/gezond;01MY;hbo;landbouw en natuurlijke omgeving;303;Dronten;1
17GM;0;356;Nieuwegein;vwo;diploma;nat/tech;21PB;wo;natuur;353;IJsselstein;1
17GM;0;356;Nieuwegein;vwo;diploma;nat/tech;21PD;wo;natuur;321;Houten;1
17GM;0;356;Nieuwegein;vwo;diploma;nat/tech;21PD;wo;natuur;356;Nieuwegein;1
17GM;0;356;Nieuwegein;vwo;diploma;nat/tech;21PD;wo;natuur;620;Vianen;1
17GM;0;356;Nieuwegein;vwo;diploma;nat/tech;21PD;wo;natuur;707;Zederik;1
17GM;0;356;Nieuwegein;vwo;diploma;nat/tech;21PD;wo;gezondheidszorg;321;Houten;1
17GM;0;356;Nieuwegein;vwo;diploma;nat/tech;21PF;wo;techniek;546;Leiden;1
17GM;0;356;Nieuwegein;vwo;diploma;nat/tech;21PG;wo;techniek;321;Houten;1
17GM;0;356;Nieuwegein;vwo;diploma;nat/tech;21PG;wo;techniek;353;IJsselstein;1
17GM;0;356;Nieuwegein;vwo;diploma;nat/tech;21PG;wo;techniek;620;Vianen;1
17GM;0;356;Nieuwegein;vwo;diploma;nat/tech;21PK;wo;gedrag en maatschappij;363;Amsterdam;1
17GM;0;356;Nieuwegein;vwo;diploma;nat/tech;21PL;wo;gezondheidszorg;620;Vianen;1
17GM;0;356;Nieuwegein;vwo;diploma;nat/tech;27UM;hbo;techniek;518;s-Gravenhage;1
17GM;0;356;Nieuwegein;vwo;diploma;nat/gezond;00MF;hbo;onderwijs;321;Houten;1
17GM;0;356;Nieuwegein;vwo;diploma;nat/gezond;21PC;wo;natuur;14;Groningen;1
17GM;0;356;Nieuwegein;vwo;diploma;nat/gezond;21PC;wo;taal en cultuur;14;Groningen;1
17GM;0;356;Nieuwegein;vwo;diploma;nat/gezond;21PD;wo;gezondheidszorg;344;Utrecht;1
17GM;0;356;Nieuwegein;vwo;diploma;nat/gezond;21PD;wo;gezondheidszorg;356;Nieuwegein;1
17GM;0;356;Nieuwegein;vwo;diploma;nat/gezond;25DW;hbo;techniek;353;IJsselstein;1
17GM;0;356;Nieuwegein;vwo;diploma;nat/gezond;25DW;hbo;gezondheidszorg;356;Nieuwegein;1
17GM;0;356;Nieuwegein;vwo;diploma;nat/gezond;27UM;hbo;techniek;356;Nieuwegein;1
17GM;0;356;Nieuwegein;vwo;diploma;ec/maat;21PB;wo;gedrag en maatschappij;546;Leiden;1
17GM;0;356;Nieuwegein;vwo;diploma;ec/maat;21PD;wo;sectoroverstijgend;353;IJsselstein;1
17GM;0;356;Nieuwegein;vwo;diploma;ec/maat;21PD;wo;economie;353;IJsselstein;1
17GM;0;356;Nieuwegein;vwo;diploma;ec/maat;21PD;wo;economie;356;Nieuwegein;1
17GM;0;356;Nieuwegein;vwo;diploma;ec/maat;21PD;wo;recht;356;Nieuwegein;1
17GM;0;356;Nieuwegein;vwo;diploma;ec/maat;21PK;wo;gedrag en maatschappij;321;Houten;1
17GM;0;356;Nieuwegein;vwo;diploma;ec/maat;21PL;wo;gezondheidszorg;356;Nieuwegein;1
17GM;0;356;Nieuwegein;vwo;diploma;ec/maat;21PL;wo;economie;321;Houten;1
17GM;0;356;Nieuwegein;vwo;diploma;ec/maat;21PL;wo;economie;353;IJsselstein;1
17GM;0;356;Nieuwegein;vwo;diploma;ec/maat;21PL;wo;economie;356;Nieuwegein;1
17GM;0;356;Nieuwegein;vwo;diploma;ec/maat;21PL;wo;gedrag en maatschappij;353;IJsselstein;1
17GM;0;356;Nieuwegein;vwo;diploma;ec/maat;21PL;wo;taal en cultuur;321;Houten;1
17GM;0;356;Nieuwegein;vwo;diploma;ec/maat;21PN;wo;gedrag en maatschappij;321;Houten;1
17GM;0;356;Nieuwegein;vwo;diploma;ec/maat;30GB;hbo;economie;855;Tilburg;1
17GM;0;356;Nieuwegein;vwo;diploma;cul/maat;21PD;wo;recht;344;Utrecht;1
17GM;0;356;Nieuwegein;vwo;diploma;cul/maat;21PD;wo;taal en cultuur;321;Houten;1
17GM;0;356;Nieuwegein;vwo;diploma;cul/maat;27NF;hbo;onderwijs;202;Arnhem;1
17GM;0;356;Nieuwegein;vwo;diploma;nat/tech & nat/gezond;21PD;wo;natuur;620;Vianen;1
17GM;0;356;Nieuwegein;vwo;diploma;nat/tech & nat/gezond;21PD;wo;economie;620;Vianen;1
17GM;0;356;Nieuwegein;vwo;diploma;nat/tech & nat/gezond;21PG;wo;techniek;356;Nieuwegein;1
17GM;0;356;Nieuwegein;vwo;diploma;nat/tech & nat/gezond;25DW;hbo;techniek;356;Nieuwegein;1
17GT;0;1640;Leudal;havo;diploma;nat/tech;21CW;hbo;landbouw en natuurlijke omgeving;925;Hunsel;1
17GT;0;1640;Leudal;havo;diploma;nat/tech;25JX;hbo;techniek;1937;Heel;2
17GT;0;1640;Leudal;havo;diploma;nat/tech;25JX;hbo;economie;946;Nederweert;1
17GT;0;1640;Leudal;havo;diploma;nat/tech;30GB;hbo;techniek;914;Haelen;1
17GT;0;1640;Leudal;havo;diploma;nat/tech;30GB;hbo;techniek;920;Heythuysen;1
17GT;0;1640;Leudal;havo;diploma;nat/gezond;21CW;hbo;landbouw en natuurlijke omgeving;796;s-Hertogenbosch;1
17GT;0;1640;Leudal;havo;diploma;nat/gezond;21UI;hbo;techniek;758;Breda;1
17GT;0;1640;Leudal;havo;diploma;nat/gezond;25JX;hbo;techniek;925;Hunsel;1
17GT;0;1640;Leudal;havo;diploma;nat/gezond;25JX;hbo;gezondheidszorg;920;Heythuysen;2
17GT;0;1640;Leudal;havo;diploma;nat/gezond;25JX;hbo;gezondheidszorg;925;Hunsel;1
17GT;0;1640;Leudal;havo;diploma;nat/gezond;25JX;hbo;gezondheidszorg;977;Thorn;1
17GT;0;1640;Leudal;havo;diploma;nat/gezond;25JX;hbo;economie;1937;Heel;1
17GT;0;1640;Leudal;havo;diploma;nat/gezond;30GB;hbo;onderwijs;914;Haelen;1
17GT;0;1640;Leudal;havo;diploma;nat/gezond;30GB;hbo;onderwijs;920;Heythuysen;1
17GT;0;1640;Leudal;havo;diploma;ec/maat;21UI;hbo;economie;758;Breda;2
17GT;0;1640;Leudal;havo;diploma;ec/maat;25JX;hbo;gezondheidszorg;914;Haelen;2
17GT;0;1640;Leudal;havo;diploma;ec/maat;25JX;hbo;economie;914;Haelen;2
17GT;0;1640;Leudal;havo;diploma;ec/maat;25JX;hbo;economie;925;Hunsel;2
17GT;0;1640;Leudal;havo;diploma;ec/maat;25JX;hbo;economie;935;Maastricht;2
17GT;0;1640;Leudal;havo;diploma;ec/maat;25JX;hbo;economie;1670;Roggel en Neer;2
17GT;0;1640;Leudal;havo;diploma;ec/maat;25JX;hbo;economie;1937;Heel;4
17GT;0;1640;Leudal;havo;diploma;ec/maat;25JX;hbo;gedrag en maatschappij;914;Haelen;1
17GT;0;1640;Leudal;havo;diploma;ec/maat;25JX;hbo;gedrag en maatschappij;925;Hunsel;1
17GT;0;1640;Leudal;havo;diploma;ec/maat;25KB;hbo;gezondheidszorg;268;Nijmegen;1
17GT;0;1640;Leudal;havo;diploma;ec/maat;25KB;hbo;gezondheidszorg;914;Haelen;1
17GT;0;1640;Leudal;havo;diploma;ec/maat;25KB;hbo;economie;268;Nijmegen;1
17GT;0;1640;Leudal;havo;diploma;ec/maat;30GB;hbo;techniek;920;Heythuysen;4
17GT;0;1640;Leudal;havo;diploma;ec/maat;30GB;hbo;techniek;1937;Heel;1
17GT;0;1640;Leudal;havo;diploma;ec/maat;30GB;hbo;economie;914;Haelen;2
17GT;0;1640;Leudal;havo;diploma;ec/maat;30GB;hbo;economie;920;Heythuysen;3
17GT;0;1640;Leudal;havo;diploma;ec/maat;30GB;hbo;economie;1670;Roggel en Neer;1
17GT;0;1640;Leudal;havo;diploma;ec/maat;30GB;hbo;economie;1937;Heel;2
17GT;0;1640;Leudal;havo;diploma;ec/maat;30GB;hbo;gedrag en maatschappij;920;Heythuysen;2
17GT;0;1640;Leudal;havo;diploma;ec/maat;30GB;hbo;gedrag en maatschappij;977;Thorn;1
17GT;0;1640;Leudal;havo;diploma;ec/maat;30GB;hbo;gedrag en maatschappij;1670;Roggel en Neer;1
17GT;0;1640;Leudal;havo;diploma;ec/maat;30GB;hbo;gedrag en maatschappij;1937;Heel;1
17GT;0;1640;Leudal;havo;diploma;cul/maat;07GR;hbo;taal en cultuur;914;Haelen;1
17GT;0;1640;Leudal;havo;diploma;cul/maat;25JX;hbo;gedrag en maatschappij;1670;Roggel en Neer;1
17GT;0;1640;Leudal;havo;diploma;cul/maat;30GB;hbo;gedrag en maatschappij;772;Eindhoven;1
17GT;0;1640;Leudal;havo;diploma;nat/tech & nat/gezond;21CW;hbo;landbouw en natuurlijke omgeving;1670;Roggel en Neer;1
17GT;0;1640;Leudal;havo;diploma;nat/tech & nat/gezond;25JX;hbo;techniek;920;Heythuysen;2
17GT;0;1640;Leudal;havo;diploma;nat/tech & nat/gezond;25JX;hbo;techniek;925;Hunsel;1
17GT;0;1640;Leudal;havo;diploma;nat/tech & nat/gezond;25JX;hbo;techniek;1937;Heel;1
17GT;0;1640;Leudal;havo;diploma;nat/tech & nat/gezond;25JX;hbo;gezondheidszorg;914;Haelen;1
17GT;0;1640;Leudal;havo;diploma;nat/tech & nat/gezond;25JX;hbo;gezondheidszorg;1937;Heel;2
17GT;0;1640;Leudal;havo;diploma;nat/tech & nat/gezond;25JX;hbo;economie;914;Haelen;1
17GT;0;1640;Leudal;havo;diploma;nat/tech & nat/gezond;25KB;hbo;gezondheidszorg;296;Wijchen;1
17GT;0;1640;Leudal;havo;diploma;nat/tech & nat/gezond;25KB;hbo;gedrag en maatschappij;1670;Roggel en Neer;1
17GT;0;1640;Leudal;havo;diploma;nat/tech & nat/gezond;30GB;hbo;techniek;914;Haelen;1
17GT;0;1640;Leudal;havo;diploma;nat/tech & nat/gezond;30GB;hbo;techniek;920;Heythuysen;1
17GT;0;1640;Leudal;havo;diploma;nat/tech & nat/gezond;30GB;hbo;techniek;1670;Roggel en Neer;2
17GT;0;1640;Leudal;havo;diploma;nat/tech & nat/gezond;30GB;hbo;gezondheidszorg;914;Haelen;1
17GT;0;1640;Leudal;havo;diploma;nat/tech & nat/gezond;30GB;hbo;economie;920;Heythuysen;1
17GT;0;1640;Leudal;havo;diploma;nat/tech & nat/gezond;30GB;hbo;economie;1937;Heel;1
17GT;0;1640;Leudal;havo;diploma;nat/tech & nat/gezond;30GB;hbo;gedrag en maatschappij;920;Heythuysen;1
17GT;0;1640;Leudal;havo;diploma;ec/maat & cul/maat;25JX;hbo;onderwijs;920;Heythuysen;1
17GT;0;1640;Leudal;havo;diploma;ec/maat & cul/maat;25JX;hbo;gezondheidszorg;914;Haelen;1
17GT;0;1640;Leudal;havo;diploma;ec/maat & cul/maat;25JX;hbo;economie;920;Heythuysen;1
17GT;0;1640;Leudal;havo;diploma;ec/maat & cul/maat;25JX;hbo;economie;1937;Heel;1
17GT;0;1640;Leudal;havo;diploma;ec/maat & cul/maat;30GB;hbo;economie;914;Haelen;1
17GT;0;1640;Leudal;havo;diploma;ec/maat & cul/maat;30GB;hbo;economie;946;Nederweert;1
17GT;0;1640;Leudal;havo;diploma;ec/maat & cul/maat;30GB;hbo;economie;1670;Roggel en Neer;1
17GT;0;1640;Leudal;havo;diploma;ec/maat & cul/maat;30GB;hbo;economie;1937;Heel;1
17GT;0;1640;Leudal;vwo;geen diploma;nat/gezond;25JX;hbo;gezondheidszorg;920;Heythuysen;1
17GT;0;1640;Leudal;vwo;geen diploma;nat/gezond;30GB;hbo;economie;914;Haelen;1
17GT;0;1640;Leudal;vwo;diploma;nat/tech;21PG;wo;techniek;772;Eindhoven;1
17GT;0;1640;Leudal;vwo;diploma;nat/tech;21PG;wo;techniek;914;Haelen;1
17GT;0;1640;Leudal;vwo;diploma;nat/tech;21PN;wo;economie;925;Hunsel;1
17GT;0;1640;Leudal;vwo;diploma;nat/gezond;21PJ;wo;gezondheidszorg;1937;Heel;1
17GT;0;1640;Leudal;vwo;diploma;ec/maat;21PB;wo;recht;546;Leiden;1
17GT;0;1640;Leudal;vwo;diploma;ec/maat;21PC;wo;recht;14;Groningen;1
17GT;0;1640;Leudal;vwo;diploma;ec/maat;21PG;wo;techniek;1937;Heel;1
17GT;0;1640;Leudal;vwo;diploma;ec/maat;21PJ;wo;gezondheidszorg;1670;Roggel en Neer;1
17GT;0;1640;Leudal;vwo;diploma;ec/maat;21PJ;wo;economie;914;Haelen;1
17GT;0;1640;Leudal;vwo;diploma;ec/maat;21PJ;wo;gedrag en maatschappij;946;Nederweert;1
17GT;0;1640;Leudal;vwo;diploma;ec/maat;21PM;wo;taal en cultuur;1670;Roggel en Neer;1
17GT;0;1640;Leudal;vwo;diploma;ec/maat;21PN;wo;economie;855;Tilburg;3
17GT;0;1640;Leudal;vwo;diploma;ec/maat;21PN;wo;economie;914;Haelen;2
17GT;0;1640;Leudal;vwo;diploma;ec/maat;21PN;wo;recht;914;Haelen;1
17GT;0;1640;Leudal;vwo;diploma;ec/maat;25KB;hbo;economie;268;Nijmegen;1
17GT;0;1640;Leudal;vwo;diploma;ec/maat;30GB;hbo;economie;855;Tilburg;1
17GT;0;1640;Leudal;vwo;diploma;ec/maat;30GB;hbo;economie;914;Haelen;1
17GT;0;1640;Leudal;vwo;diploma;cul/maat;21PI;wo;landbouw en natuurlijke omgeving;289;Wageningen;1
17GT;0;1640;Leudal;vwo;diploma;cul/maat;21PJ;wo;gedrag en maatschappij;914;Haelen;1
17GT;0;1640;Leudal;vwo;diploma;cul/maat;21PN;wo;recht;855;Tilburg;2
17GT;0;1640;Leudal;vwo;diploma;cul/maat;21PN;wo;gedrag en maatschappij;946;Nederweert;1
17GT;0;1640;Leudal;vwo;diploma;cul/maat;25JX;hbo;onderwijs;935;Maastricht;1
17GT;0;1640;Leudal;vwo;diploma;cul/maat;25JX;hbo;techniek;914;Haelen;1
17GT;0;1640;Leudal;vwo;diploma;cul/maat;25KB;hbo;onderwijs;828;Oss;1
17GT;0;1640;Leudal;vwo;diploma;cul/maat;30GB;hbo;onderwijs;977;Thorn;1
17GT;0;1640;Leudal;vwo;diploma;nat/tech & nat/gezond;21PC;wo;economie;14;Groningen;1
17GT;0;1640;Leudal;vwo;diploma;nat/tech & nat/gezond;21PG;wo;techniek;920;Heythuysen;1
17GT;0;1640;Leudal;vwo;diploma;nat/tech & nat/gezond;21PG;wo;techniek;925;Hunsel;1
17GT;0;1640;Leudal;vwo;diploma;nat/tech & nat/gezond;21PG;wo;techniek;977;Thorn;1
17GT;0;1640;Leudal;vwo;diploma;nat/tech & nat/gezond;21PG;wo;techniek;1670;Roggel en Neer;1
17GT;0;1640;Leudal;vwo;diploma;nat/tech & nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;228;Ede;1
17GT;0;1640;Leudal;vwo;diploma;nat/tech & nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;274;Renkum;1
17GT;0;1640;Leudal;vwo;diploma;nat/tech & nat/gezond;21PI;wo;landbouw en natuurlijke omgeving;289;Wageningen;3
17GT;0;1640;Leudal;vwo;diploma;nat/tech & nat/gezond;21PJ;wo;gezondheidszorg;914;Haelen;1
17GT;0;1640;Leudal;vwo;diploma;nat/tech & nat/gezond;21PJ;wo;gezondheidszorg;920;Heythuysen;1
17GT;0;1640;Leudal;vwo;diploma;nat/tech & nat/gezond;21PJ;wo;gezondheidszorg;935;Maastricht;1
17GT;0;1640;Leudal;vwo;diploma;nat/tech & nat/gezond;21PJ;wo;gezondheidszorg;1670;Roggel en Neer;1
17GT;0;1640;Leudal;vwo;diploma;nat/tech & nat/gezond;21PJ;wo;gezondheidszorg;1937;Heel;1
17GT;0;1640;Leudal;vwo;diploma;nat/tech & nat/gezond;21PL;wo;taal en cultuur;384;Diemen;1
17GT;0;1640;Leudal;vwo;diploma;nat/tech & nat/gezond;21PN;wo;economie;855;Tilburg;1
17GT;0;1640;Leudal;vwo;diploma;nat/tech & nat/gezond;21PN;wo;economie;1670;Roggel en Neer;1
17GT;0;1640;Leudal;vwo;diploma;nat/tech & nat/gezond;25JX;hbo;techniek;920;Heythuysen;1
17GT;0;1640;Leudal;vwo;diploma;ec/maat & cul/maat;07GR;hbo;gedrag en maatschappij;796;s-Hertogenbosch;1
17GT;0;1640;Leudal;vwo;diploma;ec/maat & cul/maat;21PC;wo;taal en cultuur;14;Groningen;1
17GT;0;1640;Leudal;vwo;diploma;ec/maat & cul/maat;21PJ;wo;recht;1670;Roggel en Neer;1
17GT;0;1640;Leudal;vwo;diploma;ec/maat & cul/maat;21PM;wo;taal en cultuur;268;Nijmegen;1
17GT;0;1640;Leudal;vwo;diploma;ec/maat & cul/maat;21PN;wo;economie;855;Tilburg;3
17GT;0;1640;Leudal;vwo;diploma;ec/maat & cul/maat;21PN;wo;gedrag en maatschappij;855;Tilburg;4
17GT;0;1640;Leudal;vwo;diploma;ec/maat & cul/maat;25JX;hbo;economie;914;Haelen;1
17HB;0;363;Amsterdam;havo;diploma;nat/tech;27PZ;hbo;techniek;363;Amsterdam;1
17HB;0;363;Amsterdam;havo;diploma;nat/tech;28DN;hbo;techniek;363;Amsterdam;1
17HB;0;363;Amsterdam;havo;diploma;nat/tech;28DN;hbo;economie;363;Amsterdam;2
17HB;0;363;Amsterdam;havo;diploma;nat/gezond;27PZ;hbo;economie;363;Amsterdam;1
17HB;0;363;Amsterdam;havo;diploma;ec/maat;25DW;hbo;economie;363;Amsterdam;1
17HB;0;363;Amsterdam;havo;diploma;ec/maat;27UM;hbo;economie;518;s-Gravenhage;1
17HB;0;363;Amsterdam;havo;diploma;ec/maat;28DN;hbo;techniek;363;Amsterdam;3
17HB;0;363;Amsterdam;havo;diploma;ec/maat;28DN;hbo;economie;363;Amsterdam;19
17HB;0;363;Amsterdam;havo;diploma;ec/maat;28DN;hbo;economie;518;s-Gravenhage;1
17HB;0;363;Amsterdam;havo;diploma;ec/maat;28DN;hbo;gedrag en maatschappij;363;Amsterdam;2
17HB;0;363;Amsterdam;havo;diploma;cul/maat;27PZ;hbo;onderwijs;363;Amsterdam;3
17HB;0;363;Amsterdam;havo;diploma;cul/maat;27PZ;hbo;gedrag en maatschappij;363;Amsterdam;1
17HB;0;363;Amsterdam;havo;diploma;cul/maat;27UM;hbo;economie;363;Amsterdam;1
17HB;0;363;Amsterdam;havo;diploma;cul/maat;28DN;hbo;economie;363;Amsterdam;1
17HB;0;363;Amsterdam;havo;diploma;cul/maat;28DN;hbo;gedrag en maatschappij;363;Amsterdam;6
17HB;0;363;Amsterdam;vwo;geen diploma;nat/tech;25DW;hbo;gezondheidszorg;363;Amsterdam;1
17HB;0;363;Amsterdam;vwo;diploma;nat/tech;21PB;wo;natuur;363;Amsterdam;2
17HB;0;363;Amsterdam;vwo;diploma;nat/tech;21PD;wo;natuur;363;Amsterdam;1
17HB;0;363;Amsterdam;vwo;diploma;nat/tech;21PF;wo;techniek;363;Amsterdam;2
17HB;0;363;Amsterdam;vwo;diploma;nat/tech;21PK;wo;economie;363;Amsterdam;1
17HB;0;363;Amsterdam;vwo;diploma;nat/tech;21PL;wo;gezondheidszorg;363;Amsterdam;2
17HB;0;363;Amsterdam;vwo;diploma;nat/tech;21PL;wo;recht;363;Amsterdam;1
17HB;0;363;Amsterdam;vwo;diploma;nat/tech;21PL;wo;gedrag en maatschappij;363;Amsterdam;2
17HB;0;363;Amsterdam;vwo;diploma;ec/maat;21PD;wo;gedrag en maatschappij;363;Amsterdam;1
17HB;0;363;Amsterdam;vwo;diploma;ec/maat;21PL;wo;recht;363;Amsterdam;1
17HB;0;363;Amsterdam;vwo;diploma;ec/maat;21PL;wo;gedrag en maatschappij;363;Amsterdam;1
17HB;0;363;Amsterdam;vwo;diploma;cul/maat;21PL;wo;economie;363;Amsterdam;2
17HB;0;363;Amsterdam;vwo;diploma;cul/maat;21PL;wo;gedrag en maatschappij;363;Amsterdam;1
17HN;0;756;Boxmeer;havo;diploma;nat/tech;07GR;hbo;economie;907;Gennep;1
17HN;0;756;Boxmeer;havo;diploma;nat/tech;08OK;hbo;onderwijs;756;Boxmeer;1
